7.781579600000000596e+01,6.600000000000000000e+01,7.625570034040083556e+01,1.616255000052602497e+01
7.543524200000000235e+01,6.000000000000000000e+01,7.487804311708988791e+01,1.347312005862501216e+00
7.369696000000000424e+01,6.300000000000000000e+01,7.384274200609615946e+01,3.972054100820655975e+01
7.702227800000000002e+01,6.600000000000000000e+01,7.547833380122736457e+01,1.490365819072740017e+00
7.422601299999999469e+01,6.200000000000000000e+01,7.424483413532092868e+01,3.979124909940308896e+01
7.940289306639999722e+01,6.300000000000000000e+01,7.652437985330000458e+01,1.132085068074397682e+00
7.600201400000000262e+01,6.200000000000000000e+01,7.545231710683401616e+01,1.652629123917454868e+00
7.535955800000000693e+01,6.200000000000000000e+01,7.566532225038244519e+01,1.412586307099588323e+00
7.622869900000000598e+01,6.600000000000000000e+01,7.552566848661841448e+01,1.404231779498025467e+00
7.445269775389999722e+01,6.300000000000000000e+01,7.513238746185859895e+01,1.391636869787618025e+01
7.702227800000000002e+01,6.400000000000000000e+01,7.626014306459107672e+01,2.088161742991674785e+00
7.811810300000000495e+01,6.600000000000000000e+01,7.688593623815981459e+01,1.303636970687237095e+01
7.464166259770000522e+01,6.400000000000000000e+01,7.339206986164090551e+01,2.835865131171325970e+01
7.490612799999999538e+01,6.300000000000000000e+01,7.454527364861093019e+01,2.669309641286840673e+01
7.445269799999999805e+01,6.600000000000000000e+01,7.512771230671789624e+01,1.365670989949292480e+00
7.347027599999999836e+01,6.400000000000000000e+01,7.404276831354658839e+01,3.927818842203397764e+01
7.399926800000000071e+01,6.200000000000000000e+01,8.399148997936630678e+01,4.011837788967929441e+01
7.558636500000000069e+01,6.000000000000000000e+01,7.513816065841504610e+01,1.563844211268577311e+00
7.637988300000000663e+01,6.200000000000000000e+01,7.621320216169456785e+01,1.370947822258977489e+00
7.437713599999999303e+01,6.400000000000000000e+01,7.345433606365477885e+01,3.288612811049795681e+01
7.362139899999999670e+01,6.400000000000000000e+01,7.352199390339171714e+01,3.912670520609442804e+01
7.713562000000000296e+01,6.600000000000000000e+01,7.589191135999050175e+01,0.000000000000000000e+00
7.415045200000000136e+01,6.400000000000000000e+01,7.408879706568265533e+01,3.687893541316419999e+01
7.955407714839999755e+01,6.000000000000000000e+01,7.654171268863602506e+01,1.546158610989252224e+00
7.789135742189999689e+01,6.300000000000000000e+01,7.582922835924469496e+01,1.522252427273475917e+01
7.758911132810000311e+01,6.300000000000000000e+01,7.651654458318483876e+01,2.105435792540409068e+01
7.702227800000000002e+01,6.300000000000000000e+01,7.617905916781960229e+01,1.370206517879170471e+00
7.377258299999999736e+01,6.300000000000000000e+01,7.393104268321759776e+01,3.927231526978494003e+01
7.535955800000000693e+01,6.200000000000000000e+01,7.570462336048181839e+01,1.413575279600060908e+00
7.263891599999999471e+01,6.600000000000000000e+01,7.337757091403062759e+01,2.290255988021768729e+01
7.581304900000000657e+01,6.000000000000000000e+01,7.565706569737334064e+01,3.101463314913107894e+00
7.165649399999999503e+01,6.300000000000000000e+01,7.268722497681051209e+01,2.793608790439142098e+01
7.520843499999999437e+01,6.000000000000000000e+01,7.472296591308484892e+01,1.380157142235808321e+00
7.392370599999999570e+01,6.400000000000000000e+01,7.441695930739209075e+01,4.105508503910937890e+01
7.362139899999999670e+01,6.400000000000000000e+01,7.425649050857508371e+01,3.871654952333112476e+01
7.486834716799999967e+01,6.000000000000000000e+01,7.434440360581400853e+01,3.481744563460127040e+01
7.445269799999999805e+01,6.200000000000000000e+01,7.639608504141313006e+01,3.098951831701144144e+01
7.585089100000000428e+01,6.200000000000000000e+01,7.564326394144066512e+01,1.747681518788054778e+00
7.486834699999999998e+01,6.300000000000000000e+01,7.472680334849445671e+01,3.778972772229556654e+01
7.721118199999999376e+01,6.200000000000000000e+01,7.739292683940000472e+01,1.326428016008006638e+00
7.399926800000000071e+01,6.200000000000000000e+01,7.428277402659999495e+01,4.382316145588183787e+01
7.369696000000000424e+01,6.200000000000000000e+01,7.378929591703612800e+01,2.936672406039758343e+01
7.445269799999999805e+01,6.400000000000000000e+01,7.426396531585130845e+01,3.873963337239224813e+01
