,nightTemp,mornTemp2,peak,superPeak,superIdx,preheatPeak,totalUsage,nightUsage,pumpTime,conEdPeak,conEdIdx,valid_days,winter_season,predUsage,predPeak,predSuper
7/15/11,69.86666667,69.475,37.55,35.98,10.75,2.18,505.99,0.8815,6.5,35.925,10.75,TRUE,,458.2935192,34.80309296,32.617836
7/16/11,75,73,37.43,36.69,8.25,1.38,412.5725,1.158,5.5,36.545,10.5,FALSE,,429.0173513,30.09795488,26.21877136
7/17/11,78.48333333,73.225,30.05,1.2,9,1.19,199.2825,1.1835,2,1.145,6.5,FALSE,,399.8946989,26.23773689,21.49027203
7/18/11,80.76666667,76.5,63.28,63.28,7,37.35,689.1375,0.99,6.5,62.1,7.25,TRUE,,458.2935192,34.80309296,32.617836
7/19/11,77.616,77.225,67.29,67.29,6,7.13,840.4,1.0775,5.75,62.38,7.75,TRUE,,429.8682331,31.10907945,28.57469855
7/20/11,80.70833333,77.95,64.01,60.57,7,1.43,882.505,1.032,6.5,60.5,7.25,TRUE,,458.2935192,34.80309296,32.617836
7/21/11,76.71666667,78.78888889,67.26,66.98,7,1.61,955.5825,1.0595,6.5,66.45,7.25,TRUE,,458.2935192,34.80309296,32.617836
7/22/11,88.06666667,86.9,69.69,69.69,8,62.3,978.2575,0.988,5.5,63.255,8,TRUE,,429.0173513,30.09795488,26.21877136
7/23/11,91.16666667,84.175,68.29,42.22,8.75,1.15,731.1275,17.2365,1,41.505,9,FALSE,,395.8667218,26.06543216,20.7743031
7/24/11,88.3,85.5,38.58,1.26,7.25,1.14,222.2775,1.0645,2.5,1.215,7.5,FALSE,,398.6279719,26.91392374,22.22770475
7/25/11,79.35714286,76.42,69.67,69.67,6.5,36.08,717.815,0.907,6.25,68.35,6.75,TRUE,,445.7383083,31.00922126,29.08004324
7/26/11,69.1375,71.45,51.59,37.93,8.75,1.2,607.6725,1.0525,6.5,37.635,9,TRUE,,458.2935192,34.80309296,32.617836
7/27/11,75.33846154,70.775,39.4,39.4,6.5,1.33,587.6425,1.081,6.25,36.965,6.75,TRUE,,445.7383083,31.00922126,29.08004324
7/28/11,76.99166667,74.975,40.26,40.26,7.75,1.34,574.595,1.17,6.5,39.34,8,TRUE,,458.2935192,34.80309296,32.617836
7/29/11,76.31764706,71.52666667,40.58,38.63,6.75,22.93,609.775,1.121,6.5,37.57,6.75,TRUE,,458.2935192,34.80309296,32.617836
7/30/11,76.928,75.175,43.12,43.12,9,1.6,483.605,1.0795,5.5,42.955,9.25,FALSE,,429.0173513,30.09795488,26.21877136
7/31/11,75.53023256,74.25714286,37.16,1.37,8,1.05,202.865,1.0105,1.25,1.28,8.25,FALSE,,394.3170583,26.22203555,20.9527324
8/1/11,77.44166667,73.725,65.07,65.07,7,44.83,721.25,0.9305,6.5,61.145,7.25,TRUE,,458.2935192,34.80309296,32.617836
8/2/11,78.49166667,74.95,66.48,66.48,7.75,1.59,735.055,1.0575,6,53.45,8,TRUE,,449.1532178,33.42017855,31.34921926
8/3/11,80.74166667,73.7,42.96,38.09,10.5,1.46,599.015,1.074,6.5,37.84,7,TRUE,,458.2935192,34.80309296,32.617836
8/4/11,69.059375,69.66666667,38.51,35.91,9,1.4,556.6525,1.1145,6.5,35.84,9.25,TRUE,,458.2935192,34.80309296,32.617836
8/5/11,73.59166667,72.55,36.67,36.67,7.5,1.36,540.675,1.08,6.5,36.66,7.75,TRUE,,458.2935192,34.80309296,32.617836
8/6/11,75.15,73.25,41.83,41.83,9,1.16,434.295,0.553,3.25,41.8,9.25,FALSE,,397.7015949,27.54904348,23.58195076
8/7/11,73.32916667,74.54,56.33,42.4,8.25,1.08,419.0925,1.012,6.25,42.23,8.5,FALSE,,445.7383083,31.00922126,29.08004324
8/8/11,78.96666667,75.45,46.04,42.09,10.75,38.55,580.83,0.9015,6,42.025,10.75,TRUE,,449.1532178,33.42017855,31.34921926
8/9/11,77.77692308,73.975,41.88,37.2,9.75,1.54,634.64,1.061,6,37.055,9.75,TRUE,,449.1532178,33.42017855,31.34921926
8/10/11,72.735,72.025,37.69,37.02,7.5,1.3,584.33,0.9845,6.5,36.61,8.75,TRUE,,458.2935192,34.80309296,32.617836
8/11/11,77.175,70.05,35.7,35.7,6.75,1.37,517.845,1.1105,6.5,34.855,7,TRUE,,458.2935192,34.80309296,32.617836
8/12/11,72.15833333,66.725,40.09,40.09,7.25,1.32,523.8825,1.108,6.5,38.33,7.25,TRUE,,458.2935192,34.80309296,32.617836
8/13/11,75.075,71.525,39.95,39.95,8.5,1.13,446.39,1.071,6,39.56,8.75,FALSE,,449.1532178,33.42017855,31.34921926
8/14/11,70.88148148,68.36,36.38,1.23,10,1.33,213.88,1.0565,3,1.125,10.25,FALSE,,397.7015949,27.25429109,23.13960343
8/15/11,69.57435897,70.53333333,41.1,41.1,6.25,1.43,495.2125,1.092,6,39.77,6.5,TRUE,,449.1532178,33.42017855,31.34921926
8/16/11,68.74782609,65.01666667,35.93,31.8,8.25,1.56,433.28,1.03,6.5,31.77,8.5,TRUE,,458.2935192,34.80309296,32.617836
8/17/11,71.69166667,69.7,37.82,36.03,9.25,1.45,501.6125,1.0875,6.5,35.935,10.25,TRUE,,458.2935192,34.80309296,32.617836
8/18/11,75.55833333,71.5,37.79,37.79,7,1.24,480.3725,1.0775,6.5,37.705,7.25,TRUE,,458.2935192,34.80309296,32.617836
8/19/11,74.06666667,72.975,39.09,39.09,8,1.49,494.1625,1.0105,6.5,38.75,8.25,TRUE,,458.2935192,34.80309296,32.617836
8/20/11,66.63947368,65.68888889,43.72,43.72,9.75,26.93,661.4525,26.32,23.75,41.745,9.75,FALSE,,280.1882698,41.30875223,29.81208759
8/21/11,75.95833333,74.45,34.77,1.43,10.75,1.1,309.09,1.035,0.75,1.39,10.75,FALSE,,397.4397078,26.16402347,20.82674137
8/22/11,71.4,66.95,39.74,39.74,6.25,2.6,462.5175,0.8725,6,38.79,6.5,TRUE,,449.1532178,33.42017855,31.34921926
8/23/11,69.56666667,62.975,38.07,35.72,10.75,1.32,480.1775,1.079,6.5,34.515,10.75,TRUE,,458.2935192,34.80309296,32.617836
8/24/11,71.19166667,67.95,38.34,38.34,8.25,1.42,551.4125,1.082,6.5,38.01,8.5,TRUE,,458.2935192,34.80309296,32.617836
8/25/11,73.38333333,74.225,39.67,39.67,7.5,1.12,565.79,1.074,6.5,38.9,7.75,TRUE,,458.2935192,34.80309296,32.617836
8/26/11,72.81538462,72.75,38.32,38.32,10.5,1.27,500.56,1.06,6.5,38.315,10.5,TRUE,,458.2935192,34.80309296,32.617836
8/27/11,75.5,74.00909091,38.53,37.45,10.75,1.38,343.7325,1.1315,1,37.155,10.75,FALSE,,395.8667218,26.06543216,20.7743031
8/28/11,73.10416667,70.07142857,1.33,1.24,10.25,1.19,24.515,1.052,4.75,1.2,10.25,FALSE,,429.0173513,28.86934431,25.60114726
8/29/11,66.075,61.275,37.83,37.83,6.5,1.37,331.5725,0.9335,6.25,37.185,6.75,TRUE,,501.1709489,36.8406956,35.39237652
8/30/11,67.66666667,63.725,36.16,34.63,8.75,1.28,458.3,1.078,6.5,34.575,9,TRUE,,482.0592819,38.50199392,36.71757996
8/31/11,70.34166667,66.5,37.93,37.49,10.25,1.45,503.2325,1.123,6.5,37.46,10.5,TRUE,,458.2935192,34.80309296,32.617836
9/1/11,72.775,70.3,38.1,37.31,9,1.53,498.26,1.1065,6.5,37.03,9,TRUE,,458.2935192,34.80309296,32.617836
9/2/11,68.675,66.45,34.24,33.58,9.25,1.49,459.1425,1.126,6.5,33.48,9.25,TRUE,,458.2935192,34.80309296,32.617836
9/3/11,68.225,67.275,39.21,39.21,8.75,1.51,400.025,1.0815,4.5,38.475,9,FALSE,,425.2484661,28.8247079,25.25551891
9/4/11,75.73076923,72.975,36.1,1.3,9.75,1.17,264.4975,0.9895,23.75,1.275,9.75,FALSE,,258.9622057,34.17973297,24.04614158
9/5/11,75.825,72.725,35.52,34.54,9.75,1.25,354.6375,0.95,6.25,33.27,10,TRUE,,445.7383083,31.00922126,29.08004324
9/6/11,68.875,62.575,43.82,43.82,9,1.51,486.1025,0.992,6.5,43.225,9,TRUE,,458.2935192,34.80309296,32.617836
9/7/11,61.7173913,62.82857143,44.91,41.38,8.5,1.48,546.8125,1.05,6.5,41.14,8.75,TRUE,,517.525576,43.19771338,40.59050191
9/8/11,65.09,63.3875,44.53,41.95,8.75,1.16,611.3275,0.995,6.5,41.405,9,TRUE,,519.6177406,43.41367304,41.96241467
9/9/11,70.45238095,67.525,39.6,38.85,8,1.35,515.2775,0.9665,6.5,38.655,8.25,TRUE,,458.2935192,34.80309296,32.617836
9/10/11,76.08333333,71.55,39.19,39.19,8.75,1.21,402.065,0.9885,5.75,39.005,9,FALSE,,429.8682331,31.10907945,28.57469855
9/11/11,68.82142857,64.6,37.06,1.14,10.75,1.07,222.2975,1.0375,23.75,1.135,10.75,FALSE,,258.9622057,34.17973297,24.04614158
9/12/11,67.04375,66.91428571,43.61,43.13,9.5,1.38,520.835,0.9805,6.5,43.035,9.75,TRUE,,516.4570963,42.81737837,41.76341868
9/13/11,72.41666667,69.5,41.68,40.32,7.5,1.27,518.315,1.0075,6.5,40.27,7.75,TRUE,,458.2935192,34.80309296,32.617836
9/14/11,74.75833333,71.325,40.54,38.58,9.25,1.39,573.85,1.025,6.5,38.505,9.5,TRUE,,458.2935192,34.80309296,32.617836
9/15/11,75.83333333,72.5,42.54,42.54,10.25,1.1,516.06,1.006,6.5,41.265,10.5,TRUE,,458.2935192,34.80309296,32.617836
9/16/11,54.84615385,51.6,35.81,14.22,7.5,1.32,241.8025,1.123,6.5,12.895,7.75,TRUE,,87.41210119,18.72149537,9.62717173
9/17/11,58.675,53.8,9.58,9.58,9,1.31,60.605,1.311,0.75,8.105,9.25,FALSE,,196.5219748,18.32580029,6.04073956
9/18/11,56.425,56.175,4.01,4.01,8.25,1.21,47.5775,1.2445,0,3.825,8.5,FALSE,,194.9278602,30.87651674,10.23656292
9/19/11,59.375,54.025,10.98,10.98,6.25,1.3,53.8,1.23,6,10.375,6.5,TRUE,,310.6818899,28.90189177,18.49498137
9/20/11,61.02941176,62.8,38.41,38.41,8.25,1.49,354.15,1.1555,6.5,37.93,8.25,TRUE,,517.1832218,43.12409076,40.26941595
9/21/11,65.76666667,65.5,39.51,39.42,10.25,1.25,504.1175,1.08,6.5,39.365,10.5,TRUE,,519.9981342,43.49220382,42.45863844
9/22/11,67.93684211,69.75,44.5,44.04,10.75,1.16,560.065,1.103,6.5,43.83,10.75,TRUE,,467.0493265,35.94799088,33.77417404
9/23/11,71.61428571,71.44285714,42.32,38.28,7.5,1.41,497.3175,1.0705,6.5,38.235,7.5,TRUE,,458.2935192,34.80309296,32.617836
9/24/11,70.88333333,70.35,40.37,40.37,8.5,1.05,368.435,0.98,2.5,39.665,8.75,FALSE,,398.6279719,26.91392374,22.22770475
9/25/11,72.29285714,71.05,39.26,39.26,8.25,1.06,477.6225,1.0245,0,38.125,8.5,FALSE,,399.8342786,25.58205157,19.90075497
9/26/11,71.91666667,70.525,40.27,40.27,8.25,31.42,802.8775,29.4915,0,39.995,9.5,TRUE,,399.8342786,25.58205157,19.90075497
9/27/11,71.77692308,71.1,46.48,45.02,10.75,1.14,552.6375,1.0755,6.5,44.95,10.75,TRUE,,458.2935192,34.80309296,32.617836
9/28/11,69.63157895,69.325,44.35,42.74,8.5,1.45,523.98,1.0235,6.5,42.065,8.75,TRUE,,458.2935192,34.80309296,32.617836
9/29/11,71.08636364,71.03636364,38.78,38.78,8.5,1.26,505.355,1.228,6.5,38.68,8.75,TRUE,,458.2935192,34.80309296,32.617836
9/30/11,62.95384615,61.75,38.2,35.86,10,1.31,456.0975,1.226,6.25,35.785,10.25,TRUE,,483.433891,32.01988399,27.90515058
10/1/11,60.128,58.2,38.49,37.65,8.75,1.19,395.61,1.165,0.75,37.34,9,FALSE,,178.9171565,8.49932905,6.63395525
10/2/11,52.14,52.6,1.89,1.13,7.25,1.15,23.4225,0.9555,2.5,1.115,7.25,FALSE,,141.8394732,22.26434785,18.09737197
10/3/11,51.90454545,49.37,20.22,20.22,8,5.55,99.5625,1.0945,5.75,16.165,8.25,TRUE,,139.0179655,20.90510436,17.95253793
10/4/11,50.95833333,50.775,16.69,16.69,6.25,1.37,94.7475,1.1345,6,14.45,6.5,TRUE,,111.0186796,16.32855217,16.14205217
10/5/11,59,57.95,29.54,9.62,7.5,1.46,95.195,1.32,6,7.48,7.75,TRUE,,453.2184802,42.70442015,33.52034702
10/6/11,57.7,48.725,25.11,18.06,7,1.37,142.33,1.2945,6,11.675,7.25,TRUE,,243.184854,35.13030505,19.96739986
10/7/11,56.75833333,50.55,6.12,6.12,7.25,1.44,55.405,1.355,6.5,5.61,10.5,TRUE,,300.3505834,39.21850712,28.35821732
10/8/11,57.28333333,55.7,5.34,5.34,8.25,1.26,48,1.2635,0,4.485,8.5,FALSE,,149.4788475,24.63251028,7.38354417
10/9/11,66.95833333,61.275,24.52,23.95,10.5,1.3,144.965,1.1495,2.25,22.535,10.75,FALSE,,446.866667,31.45883368,27.23334697
10/10/11,70.66666667,64.2,30.77,29.92,7.5,1.28,385.8075,0.934,6.5,29.785,7.5,TRUE,,458.2935192,34.80309296,32.617836
10/11/11,70.44166667,66.675,34.07,34.07,7.75,1.28,402.1425,1.033,6.5,33.87,8,TRUE,,458.2935192,34.80309296,32.617836
10/12/11,63.26666667,60.775,37.1,30.96,7.75,1.11,395.175,1.015,0.75,30.16,8,TRUE,,360.4178975,22.91324185,18.72960065
10/13/11,59.11,59.51428571,44.24,33.8,7.5,1.15,461.99,1.0435,6,33.345,7.75,TRUE,,449.6378329,42.02016969,30.99352147
10/14/11,65.35714286,66.675,40.61,38.84,9,0.9,544.015,1.023,6.5,38.78,9,TRUE,,519.769898,43.46275478,42.13755247
10/15/11,58.85,54.6,34.59,8.28,9,1.16,173.8225,1.028,6,7.845,9.25,FALSE,,437.7082993,41.27366984,33.20729612
10/16/11,59.08333333,55.45,1.14,1.14,7.25,0.9,21.515,0.896,2.75,1.12,7.25,FALSE,,200.3680257,19.54831848,10.17543306
10/17/11,62.03333333,57.725,4.33,1.94,10.75,0.96,32.6875,0.907,6.5,1.905,10.75,TRUE,,517.8679302,43.20752972,40.73645008
10/18/11,59.60833333,55.475,7.19,7.19,10.25,1.16,67.5825,1.123,3,6.985,10.5,TRUE,,91.2303223,11.83952846,7.32278968
10/19/11,61.13,61.7125,34.78,34.78,8.5,1.01,305.6275,1.1285,6.5,34.7,8.5,TRUE,,517.1832218,43.13390711,40.38617448
10/20/11,63.52,65.725,35.97,35.97,8.5,0.95,425.84,0.9895,6.5,35.715,8.5,TRUE,,518.4004812,43.30569321,41.37862201
10/21/11,55.20833333,51.1,27.57,16.67,7.5,1.51,104.8625,0.9945,5.5,14.15,7.75,TRUE,,101.3767223,12.49433469,9.50798283
10/22/11,52.26363636,47.675,15.28,15.28,8.75,1.54,77.635,1.3995,6.5,14.375,8.75,FALSE,,407.7090945,42.04832174,39.31540205
10/23/11,52.2875,51.325,1.68,1.68,10.75,1.52,34.0575,1.4095,1,1.64,10.75,FALSE,,157.2893141,21.28970078,14.58374761
10/24/11,53.4875,52.525,25.22,25.22,6.5,1.58,75.495,1.3585,6.25,19.32,6.5,TRUE,,225.6865163,21.03570438,19.40635513
10/25/11,56.44545455,51.325,11.04,11.04,7.5,1.62,87.1125,0.8845,6.25,10.025,7.5,TRUE,,283.0358618,25.06967192,20.71717155
10/26/11,55.10833333,52.05,9.88,8.9,6.5,1.16,92.6775,1.114,6.25,7.31,6.75,TRUE,,161.5213132,18.50783972,15.75507377
10/27/11,59.28461538,55.85384615,12.21,12.21,10.5,1.25,93.1425,1.1125,6.5,11.54,10.5,TRUE,,216.0803391,16.92331588,19.81726928
10/28/11,40.75,37.225,26.26,26.26,7.75,3.01,191.2275,2.0095,5.75,24.67,8,TRUE,,228.9730603,26.21239143,27.28981773
10/29/11,45.01666667,42.02,32.73,32.73,8.5,2.24,209.5725,2.2365,3.5,31.11,8.75,FALSE,,241.1075758,16.33992849,13.34144659
10/30/11,33.71923077,34.275,14.85,6.56,10.5,4.65,160.8875,3.853,6.25,6.525,10.75,FALSE,,336.7437113,24.21084492,22.45211151
10/31/11,41.35,38.725,29.76,29.76,6.25,1.89,193.505,1.803,6,29.31,6.5,TRUE,,203.5137193,27.25188987,26.50482782
11/1/11,48.375,46.9,15.58,15.58,8.75,9.56,166.185,1.122,5.75,15.035,8.75,TRUE,,157.8331628,14.28121304,14.35782267
11/2/11,46.16666667,43.575,23.27,23.27,6.5,2.38,166.26,2.1915,6.25,19.515,6.75,TRUE,,232.6094279,41.00827352,38.93276397
11/3/11,49.31666667,47.45,13.78,13.78,6.75,2.52,144.0325,2.4345,6.5,12.21,6.75,TRUE,,143.6939674,14.283074,14.69252386
11/4/11,53.925,50.55,17.97,17.97,7.25,2.25,119.3275,2.03,6.5,16.395,7.5,TRUE,,152.0018898,17.7469862,16.02834163
11/5/11,43.13333333,37.725,19.96,19.96,9,2.92,155.31,2.461,1.5,19.075,9.25,FALSE,,220.7630238,26.42085192,15.77939581
11/6/11,42.16153846,41,8.92,8.92,10.5,2.79,78.5025,2.53,2.75,8.89,10.5,FALSE,,244.1228406,26.27154121,21.65263596
11/7/11,47.89090909,46.475,24.36,24.36,6.5,2.67,139.3975,2.3895,6.25,23.57,6.75,TRUE,,192.6127342,32.96500244,18.32376825
11/8/11,55.8,56.5,4.73,3.67,7,2.29,63.2075,2.1315,6.5,3.62,7,TRUE,,245.9058982,14.48644811,14.47926965
11/9/11,56.1,52.52857143,7.94,7.94,6.75,2.1,54.88,1.9845,6.5,5.055,7,TRUE,,390.7735976,33.75907947,31.85033622
11/10/11,56.55454545,56.7,28.18,5.04,8.75,2.1,79.9625,1.9645,6.5,4.21,9,TRUE,,337.1636715,39.37981366,33.70077124
11/11/11,49.08,43.275,26.87,23.43,9.25,2.46,272.625,2.341,6.25,20.21,9.5,TRUE,,165.299549,19.58587186,19.06467609
11/12/11,42.09166667,40.5,19.63,19.63,7.25,3.14,262.8475,8.131,23.75,17.55,7.5,FALSE,,478.9805982,24.47319961,23.11625146
11/13/11,51.70833333,50,9,2.93,10.75,2.75,90.5725,2.748,2.25,2.905,10.75,FALSE,,143.0227275,18.32939174,13.65518967
11/14/11,57.12727273,54.975,30.96,15.56,7.75,2.13,100.06,2.0155,6.25,15.48,8,TRUE,,232.0997,26.68320034,19.77602652
11/15/11,64.05833333,62.45,28.42,6.47,8.25,2.09,168.9025,2.0505,6.5,6.355,8.25,TRUE,,518.8189141,43.36949947,41.49538054
11/16/11,58.45454545,57,8.92,8.92,7.75,2.11,82.425,2.079,6.25,8.49,7.75,TRUE,,222.3661052,25.90885114,20.81839885
11/17/11,53.94705882,46.725,12.77,12.77,7.5,2.66,150.1425,2.111,6.5,12.475,7.5,TRUE,,165.5571857,18.22987273,16.32300439
11/18/11,40.5,36.5,21.25,21.25,6.75,2.78,200.9,2.729,6.5,17.155,7,TRUE,,277.506655,26.53545563,26.88706531
11/19/11,40.24166667,40.725,18.66,18.66,8.5,2.85,197.725,3.0625,6.25,17.53,8.75,FALSE,,221.6966486,20.99072454,20.91530237
11/20/11,50,51.325,5.89,5.89,10.25,4.35,59.4275,2.2105,3.75,5.11,10.5,FALSE,,251.9479756,25.43218316,22.25341173
11/21/11,57.34166667,52,14.37,11.1,6.25,2.25,112.69,2.05,6,10.535,6.5,TRUE,,249.7138903,30.93811458,19.30546217
11/22/11,47.08947368,46.21111111,18.73,18.73,7.5,12.73,177.2525,2.5685,5.5,17.98,7.75,TRUE,1,272.0022734,30.22078921,20.97998505
11/23/11,47.859375,50.37272727,13.56,13.56,6,8.9,156.1725,2.3735,5.75,10.44,8,TRUE,1,193.2350778,18.41925048,16.17968408
11/24/11,40.38,37.725,12.57,3.1,6,3.15,120.1975,2.8785,0.5,2.98,6.25,TRUE,1,128.6714422,12.958275,3.48118031
11/25/11,49.05833333,47.175,25.37,25.37,6,16.43,132.9475,2.3185,5.75,14.31,6.25,TRUE,1,171.192975,21.70108745,20.83500582
11/26/11,53.90833333,51.525,15.64,15.64,8.75,1.67,92.25,1.648,23.75,14.565,8.75,FALSE,1,193.1855575,23.18403276,7.56300825
11/27/11,55.34166667,49.5,5.15,5.15,10.5,2.05,55.1725,1.89,5.25,4.745,10.5,FALSE,1,120.2286627,12.62705776,10.02627537
11/28/11,58.63333333,59.725,5.11,2.87,7.75,1.93,64.2575,1.9385,6.5,2.825,7.75,TRUE,1,280.9769268,35.31723202,29.91845675
11/29/11,59.59285714,59,5.69,4.5,6.25,1.89,59.6075,1.6415,6,3.9,8.75,TRUE,1,283.4819934,25.97734883,17.68468245
11/30/11,53.85238095,46.675,14.25,8.99,7.25,2.07,107.4025,1.9335,6,7.9,10,TRUE,1,106.4155399,13.86325376,9.25727108
12/1/11,42.975,38.175,19.36,18.65,10.25,19.36,212.8225,3.117,5.5,17.175,10.5,TRUE,1,235.3480124,17.61330877,16.85217003
12/2/11,44,41.7,28.88,17.19,8.75,28.88,218.835,4.081,5,17.19,9,TRUE,1,212.4410462,21.52968281,14.12196523
12/3/11,43.025,38.175,17.99,10.5,10,3.52,183.9825,3.749,23.75,10.15,10,FALSE,1,447.3292323,22.13917555,19.29501006
12/4/11,43.57647059,44.94,12.63,12.63,10.25,2.82,104.8675,2.6575,2.25,10.93,10.5,FALSE,1,252.2080991,27.16922673,16.51933362
12/5/11,51.8826087,48.57272727,14.3,11.75,8.75,8.21,155.0825,2.4805,5.75,11.57,8.75,TRUE,1,137.4032634,20.36821237,17.35749562
12/7/11,61.11538462,58.12857143,11.17,10.29,10.5,7.92,97.3875,1.799,5.5,9.79,10.5,TRUE,1,352.13242,25.23849676,20.13404608
12/8/11,43.20714286,37.2,26.48,20.76,9.5,26.48,227.0075,2.9945,5,20.2,9.75,TRUE,1,229.4123085,25.13371286,19.73655276
12/9/11,38.73333333,37.25,17.09,17.09,7.25,15.48,229.3875,3.1485,4.75,16.625,7.5,TRUE,1,249.2210339,18.56649071,17.6236646
12/10/11,47.50714286,40.45,12.18,11.66,8.5,2.52,137.485,2.376,6.25,11.28,9.75,FALSE,1,155.1191328,24.23824294,23.54983681
12/11/11,32.99166667,29.95,14.55,7.32,10.5,5.03,114.415,4.3795,4.75,7.315,10.75,FALSE,1,372.0848055,24.96698271,21.02967254
12/12/11,35.76666667,34.75,25.11,24.51,9,25.11,275.5475,6.0065,5.5,21.28,9.25,TRUE,1,284.9437793,35.816924,34.883392
12/13/11,37.475,33.325,21.67,21.67,7.75,15.77,262.2425,3.1395,6.5,20.89,7.75,TRUE,1,300.4995286,24.96739627,24.58936467
12/14/11,40.59166667,39.45,21.36,21.36,7.25,16.37,249.525,5.9165,4.25,20.225,7.25,TRUE,1,250.8287803,22.26563085,21.10886043
12/15/11,47.28461538,49.175,18.14,14.46,9.25,18.14,224.96,2.5395,5.5,14.42,8,TRUE,1,310.8406574,33.440265,23.775674
12/16/11,57.30833333,47.75,19.19,15.69,9.25,5.36,158.4875,1.5685,5.75,14.855,9.5,TRUE,1,170.4011844,24.49916054,16.59094951
12/17/11,40.8,35.6,17.86,17.86,8.5,2.79,170.785,2.5455,5.25,17.22,8.75,FALSE,1,234.8479852,27.58591807,20.43491798
12/18/11,31.50833333,23.5,12.95,12.95,9.5,4.56,155.095,4.317,6.25,12.515,10.5,FALSE,1,368.2641407,27.36006643,23.35068817
12/19/11,29.45,32.775,26.94,21.41,8,26.94,316.6225,9.71,5.5,21.045,8,TRUE,1,294.450548,30.088064,19.023008
12/20/11,46.39090909,45.5,17.77,17.48,8,16.5,265.5075,2.598,5.5,16.915,8,TRUE,1,262.3087,19.42,18.5307
12/21/11,43.1,49.78,18.98,12.85,8,18.98,213.9525,2.4565,5,12.5,8,TRUE,1,228.666817,25.17265652,19.96004956
12/22/11,56.98235294,52,17.8,12.58,8,17.8,158.1925,1.6215,5.25,12.03,8.25,TRUE,1,158.7933727,22.50719273,12.77244561
12/23/11,48.2,46.02857143,28.75,14.53,9,28.75,194.6575,2.427,5.25,14.425,9.25,TRUE,1,219.5948638,24.8395473,18.01001081
12/24/11,36.40833333,30.225,23.15,23.15,8.75,3.88,210.2825,4.0155,2.5,22.995,9,FALSE,1,232.2861871,22.57675724,21.08535419
12/25/11,32.44166667,34.525,11.09,4.9,6.5,4.74,117.235,4.3105,1.5,4.845,6.75,FALSE,1,368.4412149,23.09424323,18.9357653
12/26/11,42.86666667,42,21.41,21.41,7,3.79,99.3625,4.2745,6,19.545,7.25,TRUE,1,248.021673,24.63483663,25.98530872
12/27/11,39.78333333,41.5,19.91,19.91,7.75,18.14,215.1925,3.887,6.25,19.845,8,TRUE,1,272.4196876,23.73351142,23.94095043
12/28/11,53.19047619,42.825,16.8,13.4,8,9.6,214.535,4.2,1.75,13.3,8.25,TRUE,1,123.2730147,17.78185504,14.73962942
12/29/11,31.34166667,25.05,22.4,22.4,7.5,20.2,310.7,6.43,5.25,22.1,7.5,TRUE,1,374.1240277,26.86143237,19.98109582
12/30/11,37.61666667,40.225,20.2,19.4,7.25,10.4,299.3,5.51,6.5,18.6,7.5,TRUE,1,289.8426567,26.19833604,26.05442513
12/31/11,48.81666667,49.725,14.8,13.6,8.75,2.6,160.65,2.42,0.75,13.3,8.75,FALSE,1,208.1662562,25.09189882,14.48356183
1/1/12,47.16666667,44.325,9.8,9.8,10.75,2.6,73.9,2.46,23.75,6.3,10.75,FALSE,1,372.472225,24.00916983,16.12730192
1/2/12,47.625,37.475,10.4,10.2,7.25,10.4,129.35,1.97,5.25,9.9,7.5,TRUE,1,275.4244356,36.91466119,25.31476474
1/3/12,33.425,27.5,25,22.2,6,21.4,314.9,8.6,5.75,21.4,9.75,TRUE,1,301.3419731,25.0720708,20.03701002
1/4/12,16.65,13.26666667,41.2,32.8,6.25,41.2,500.4,10.01,5.25,32.2,6.25,TRUE,1,629.4589401,34.43354743,33.16544249
1/5/12,27.25833333,29.175,26.2,23,8.5,25,380.4,12.1,4.75,21.4,8.75,TRUE,1,451.9715322,26.21755089,23.87937449
1/6/12,36.71818182,38.725,19,19,8.75,13.6,287.1,6.47,2.25,18.5,8.75,TRUE,1,238.2779964,22.94338217,20.47761542
1/7/12,50.18333333,48.225,16.6,16.6,8.5,2.4,150.5,2.29,1.5,16.4,8.5,FALSE,1,224.1051229,22.07764453,16.21420126
1/8/12,49.33333333,41.55,7.2,4,7.5,1.8,58.6,1.68,23.75,3.9,7.75,FALSE,1,280.3611537,20.11253404,10.4646107
1/9/12,34.15833333,32.5,27.6,18.2,8,27.6,265.0375,7.16,5,18.1,8,TRUE,1,398.5687105,29.0215866,23.10645833
1/10/12,36.9,34.55,29.4,16.8,8,19.4,296.2,10.39,3.5,16.8,8.25,TRUE,1,265.0207812,25.91722771,23.69907376
1/11/12,41.26363636,39.225,16.4,16.4,8.75,16.2,264.9,7.18,4.25,16.3,9,TRUE,1,220.1288456,23.82234575,18.19566518
1/12/12,43.22380952,43.72,20,16.8,7.5,20,250.15,4.63,5.25,16.4,7.75,TRUE,1,237.9916136,19.80113515,17.34511815
1/13/12,43.08636364,45.95,25.6,16.8,10.75,8.4,266.45,5.59,2.5,16.6,10,TRUE,1,241.1787532,25.54831933,17.70480984
1/14/12,28.45,28.675,27.8,27.8,8.75,5.2,269.8,5.28,3.25,27.5,9,FALSE,1,518.1032257,29.18095783,28.11158641
1/15/12,26.65833333,15.825,18.6,9.8,7.5,6,188.5,5.69,5.75,8.8,7.75,FALSE,1,349.5077982,29.83582966,28.08629197
1/16/12,18.06666667,16.975,32.2,32.2,7,31.6,443.4,10.91,6.5,32.1,7,TRUE,1,582.0540549,37.54484409,37.62154573
