,nightTemp,mornTemp2,peak,superPeak,superIdx,preheatPeak,totalUsage,nightUsage,pumpTime,conEdPeak,conEdIdx,valid_days,winter_season,predUsage,predPeak,predSuper
7/28/12,78.61875,73.225,51,38.4,7.75,1.2,489.6,1.03,0.25,38.3,8,FALSE,,404.4320634,25.84325291,21.30979698
7/29/12,69.55925926,69.68,33.8,1.2,6.75,1,170.7,0.91,0,1.1,7,FALSE,,399.8342786,25.58205157,19.90075497
7/30/12,71.64705882,70.44,55.8,55.8,7,29.8,558.8,0.93,6.5,53.5,7,TRUE,,458.2935192,34.80309296,32.617836
7/31/12,71.41052632,71.46,38.8,38.8,7.75,38.4,548.8,0.75,5.5,38.5,7.75,TRUE,,429.0173513,30.09795488,26.21877136
8/1/12,72.16,71.74615385,52,52,7.5,36.2,663.15,0.77,6,52,7.75,TRUE,,449.1532178,33.42017855,31.34921926
8/2/12,71.925,72.025,60,56.8,6.25,3.2,696.55,0.8,6,55.6,6.5,TRUE,,449.1532178,33.42017855,31.34921926
8/3/12,79.83333333,77,62.8,62.8,6.75,13.8,770.6,0.91,6.5,62.6,7,TRUE,,458.2935192,34.80309296,32.617836
8/4/12,80.4,77.55,62.2,62.2,10.25,0.8,561.35,0.7,1.5,60.7,10.5,FALSE,,393.8257043,26.23380819,21.20983358
8/5/12,78.73684211,78.88333333,37,0.8,6.5,0.8,191.4,0.7,23.75,0.8,9,FALSE,,258.9622057,34.17973297,24.04614158
8/6/12,75.37619048,74.78333333,63.2,57.2,6,63.2,767.4,14.77,4.25,56.9,9.25,TRUE,,415.6627109,28.76829883,25.15255186
8/7/12,74.575,71,53.4,50.4,10.25,48.4,771.55,0.72,5.25,50.4,10.5,TRUE,,429.0173513,29.86611829,25.80931127
8/8/12,75.12857143,75.14,56.2,56.2,7.75,50.6,714.35,0.7,6,55.5,8,TRUE,,449.1532178,33.42017855,31.34921926
8/9/12,76.8,75.45,58.2,58.2,6.75,1.4,679.7,0.69,6.5,58.2,7,TRUE,,458.2935192,34.80309296,32.617836
8/10/12,77.88571429,77.88333333,65,65,7.25,1.2,682.55,0.82,6.5,63.3,7.5,TRUE,,458.2935192,34.80309296,32.617836
8/11/12,76.76666667,76.78,63.4,63.4,9,1.2,513.175,0.78,4.75,60.6,9.75,FALSE,,429.0173513,28.86934431,25.60114726
8/12/12,77.28461538,73.8,34.2,1.2,9.5,1,175.9,0.76,1,1.2,9.75,FALSE,,395.8667218,26.06543216,20.7743031
8/13/12,75.34166667,70.22,58.4,50.4,10.5,58.4,653.85,4.24,4.5,50.4,10.75,TRUE,,425.2484661,28.8247079,25.25551891
8/14/12,76.6,74.5,55.8,55.8,6.25,17.4,708.35,0.65,6,55.6,6.25,TRUE,,449.1532178,33.42017855,31.34921926
8/15/12,75.99444444,75,59.4,59.4,6.25,30.8,667.85,0.76,6,59.3,6.25,TRUE,,449.1532178,33.42017855,31.34921926
8/16/12,67.72758621,67.725,37.8,37.8,6.75,2.2,500.75,0.82,6.5,37.7,6.75,TRUE,,477.0559634,37.79744135,36.50733668
8/17/12,75.34166667,73.7,40.2,40.2,6.5,1.2,514.55,0.78,6.25,40.1,6.75,TRUE,,445.7383083,31.00922126,29.08004324
8/18/12,70.67777778,63.45,38.6,38.6,9.75,0.8,388.3,0.78,0.25,38.3,9.75,FALSE,,404.4320634,25.84325291,21.30979698
8/19/12,69.82307692,64.725,28.4,1,10,1,148.15,0.83,0,0.9,10,FALSE,,399.8342786,25.58205157,19.90075497
8/20/12,69.60833333,67.225,35.8,35.4,10.5,3.2,371.05,0.76,6,35.4,10.75,TRUE,,449.1532178,33.42017855,31.34921926
8/21/12,70.86666667,66.95,35.6,34.2,6.25,0.8,464.35,0.73,6,32.6,6.5,TRUE,,449.1532178,33.42017855,31.34921926
8/22/12,72.53076923,70.33333333,36,36,7.25,1.6,485.95,0.68,6.5,36,7.5,TRUE,,458.2935192,34.80309296,32.617836
8/23/12,72.25,70.8,36.4,36.4,7.5,1,486.05,0.66,6,36,7.75,TRUE,,449.1532178,33.42017855,31.34921926
8/24/12,74.65833333,71.525,36.4,36.4,6.75,1.8,483.15,0.67,6.5,36,6.75,TRUE,,458.2935192,34.80309296,32.617836
8/25/12,76.21666667,73.45,36.2,36.2,8.75,0.8,391.8,0.7,23.75,36.1,9,FALSE,,258.9622057,34.17973297,24.04614158
8/26/12,72.73333333,70.21666667,28.2,1,7.5,0.8,133.5,0.75,0,0.9,7.5,FALSE,,399.8342786,25.58205157,19.90075497
8/27/12,71.89444444,73.5,60.6,60.6,6.5,49.2,565.45,0.74,6.25,59.5,6.75,TRUE,,445.7383083,31.00922126,29.08004324
8/28/12,75.795,73.36,63.4,63.4,6,41,724.95,0.85,5.75,59.5,6.75,TRUE,,429.8682331,31.10907945,28.57469855
8/29/12,75.83846154,67.45,49.2,32.8,6.25,2.4,471.45,0.7,6,32.1,7.75,TRUE,,449.1532178,33.42017855,31.34921926
8/30/12,69.9,64,34.4,32.4,8,0.8,449.4,0.71,6.5,32.2,10,TRUE,,458.2935192,34.80309296,32.617836
8/31/12,74.16666667,71.25,37.6,36,8.5,0.6,492.9,0.72,6.25,36,8.75,TRUE,,445.7383083,31.00922126,29.08004324
9/1/12,81.63076923,78.325,37.2,37.2,8.5,1.2,494.9,0.65,6.5,36.5,8.75,FALSE,,458.2935192,34.80309296,32.617836
9/2/12,74.85,72.48333333,26.8,26.8,8.5,0.8,272.8,0.63,0,25.9,8.75,FALSE,,399.8342786,25.58205157,19.90075497
9/3/12,73.80952381,71.85,26,26,8.25,1,199.1,0.71,5.25,25.9,8.5,TRUE,,429.0173513,29.86611829,25.80931127
9/4/12,71.92941176,70.7,60,57.2,7,60,589.15,0.7,5.25,56.6,7.25,TRUE,,429.0173513,29.86611829,25.80931127
9/5/12,74.08695652,76.68571429,64.2,64.2,7.5,1.2,774.25,0.62,6.5,62.5,7.5,TRUE,,458.2935192,34.80309296,32.617836
9/6/12,73.26666667,70.8,57.4,57.4,6.25,0.8,715.8,0.74,6,53.4,6.5,TRUE,,449.1532178,33.42017855,31.34921926
9/7/12,73.9,73.63333333,56.4,55.2,7,2,730.3,0.82,6.5,54.9,7.25,TRUE,,458.2935192,34.80309296,32.617836
9/8/12,77.31538462,74.93333333,58,58,9,0.8,573.8,0.73,23.75,56.3,9.25,FALSE,,258.9622057,34.17973297,24.04614158
9/9/12,66.91538462,63.975,35.2,26,9.5,0.8,303,0.69,23.75,24.5,9.75,FALSE,,280.2263092,41.57753489,30.98462196
9/10/12,66.9,59.66666667,32.2,30.6,9.5,1.2,342.65,0.94,6.5,30.5,10.75,TRUE,,520.7969606,43.61,43.0424311
9/11/12,61.31666667,55.25,34,30,7.5,1,292,0.9,6,22.6,7.75,TRUE,,474.2808603,37.73288842,29.49127989
9/12/12,65.21666667,61.025,37.6,37.6,7.5,1,460.85,0.93,6.5,36.4,7.75,TRUE,,519.769898,43.43821391,42.04998357
9/13/12,68.05,65,43.6,36.2,10,1.2,468.6,0.86,6.5,36,10.25,TRUE,,458.2935192,34.80309296,32.617836
9/14/12,68.23333333,66,34.8,32.4,9,1,458.7,0.84,6.5,32.3,9.25,TRUE,,458.2935192,34.80309296,32.617836
9/15/12,69.18181818,60.6,34.8,26,10,27.8,652,29.14,0,25.6,10.25,FALSE,,399.8342786,25.58205157,19.90075497
9/16/12,63.16666667,58.775,27.6,3.6,10.75,1,165.5,0.76,5.75,2.5,10.75,FALSE,,429.0483621,31.63542836,28.76298409
9/17/12,63.76666667,60.2,38.6,25.6,10.75,1.4,318.7,0.83,6.25,20.7,10.75,TRUE,,483.7382059,33.6203904,29.08757232
9/18/12,69,68.73333333,41.2,39.8,8.5,1.2,519.75,0.91,6.5,39.3,8.75,TRUE,,458.2935192,34.80309296,32.617836
9/19/12,66.59473684,59.55,41.2,2.8,8,1.2,265.3,0.79,5.25,2.8,8.25,TRUE,,476.4801738,35.59497438,31.32862699
9/20/12,60.06666667,55.95,33.6,11.2,6.75,1.4,235.75,0.91,6.5,10.2,6.75,TRUE,,315.5550231,22.95438746,27.14627525
9/21/12,62.95,61.3,28.4,28.2,7.5,1,312.65,0.87,6.5,28.1,7.5,TRUE,,518.2483238,43.26642781,41.20348421
9/22/12,62.83333333,62.025,28.4,2.8,10.75,1,150.9,0.93,23.75,2.7,10.75,FALSE,,246.8074034,39.32420194,23.10291642
9/23/12,66.59333333,56.675,1.2,1,9.25,0.8,20.9,0.77,1,1,9.5,FALSE,,435.1991518,29.88865558,25.45970102
9/24/12,58.26666667,54.525,8.6,8.6,8,1,56.65,0.86,23.75,8.5,8,TRUE,,173.3802416,31.33747372,10.44734686
9/25/12,58.40833333,56,34.4,7,7.75,1.2,206.35,1.02,6.25,6.6,8,TRUE,,222.2351238,25.97598876,20.80749434
9/26/12,65.24166667,65.45,35,33.8,7.75,1.2,403.05,0.95,6.5,33.6,9.5,TRUE,,519.769898,43.43821391,42.04998357
9/27/12,69.26666667,64.15,37.4,31,7.5,1,447.65,0.82,6.5,30.9,8.25,TRUE,,458.2935192,34.80309296,32.617836
9/28/12,66.09375,64.8,40.4,38.2,10.25,1,444.85,0.86,6.5,38,10.5,TRUE,,520.188331,43.54128556,42.72134514
9/29/12,62.64285714,57.95714286,38.2,34.2,9.25,1.2,332.55,0.88,1.5,32.6,9.25,FALSE,,354.9496207,22.0837294,18.55163019
9/30/12,58.92666667,56.71111111,25.6,1,6.5,1,84.05,0.85,1.25,1,10,FALSE,,195.5666155,15.69125071,5.15468344
10/1/12,57.59166667,54.025,29.4,16.4,7.25,1.4,115.05,0.87,2,13.8,7.5,TRUE,,130.8688076,10.32126707,6.33829455
10/2/12,64.39166667,64.25,38.6,38.2,10.5,1.2,431.75,0.95,6.5,37.7,10.75,TRUE,,519.0471503,43.37440764,41.72889761
10/3/12,63.02777778,63.975,42,40,10.75,1,508.25,0.85,6.5,39.5,10.75,TRUE,,518.2483238,43.26642781,41.20348421
10/4/12,69.41052632,68.7,40.8,39.8,10.5,1,503.4,0.79,6.5,39.7,10.75,TRUE,,458.2935192,34.80309296,32.617836
10/5/12,68.21578947,62.8,37.2,36.2,7.75,1,462.9,0.78,6.5,36.2,8,TRUE,,458.2935192,34.80309296,32.617836
10/6/12,69.325,64.95,35.2,35,8.75,1,343.6,0.88,0.75,34.7,9,FALSE,,397.4397078,26.16402347,20.82674137
10/7/12,55.45,51.05,1.4,1.2,10,1.2,21.3,0.85,5.25,1.2,10.25,FALSE,,117.9982337,12.35713522,9.57870429
10/8/12,48.03846154,45.75,27.8,27.8,6.5,1.2,150.85,0.98,6.25,25.1,7.25,TRUE,,195.8511722,32.43848416,18.86977832
10/9/12,51.86666667,51.25,17.6,17.6,6.25,2.2,171.95,1.98,6,16.5,7.25,TRUE,,156.2444948,24.77525471,23.84812708
10/10/12,55.845,53.24,37.6,37.6,7.25,1.4,215.3,1.1,6.5,35.7,7.5,TRUE,,256.1643936,16.86984435,16.55586632
10/11/12,55.79166667,47.45,34.6,33,6.75,1.2,189.85,1.06,6.5,29.3,6.75,TRUE,,243.8541991,14.48400865,14.22
10/12/12,52.14166667,48.5,22.8,22.8,8.25,13.2,117.55,1.13,5.5,19.8,8.5,TRUE,,140.7771932,24.17163411,20.17554094
10/13/12,44.40833333,39.5,23.2,23.2,8.5,2.2,132.2,2.09,1.25,22.7,8.5,FALSE,,218.1001759,22.60011514,13.542018
10/14/12,51.68333333,54.975,2,2,10.5,1.8,36.65,1.48,2,1.8,10.75,FALSE,,144.340011,18.12440562,13.40652674
10/15/12,64.25,64.25,34.2,34.2,7,1.4,314.55,1.4,6.5,33.4,7.25,TRUE,,518.9330322,43.36949947,41.55375981
10/16/12,59.88333333,52.05,30.8,21,6.75,1.6,237.6,1.39,6.5,18.9,7,TRUE,,268.7747564,21.74344119,24.80247076
10/17/12,49.925,46.25,25.4,25.4,6.25,1.6,112.2,1.53,6,15.9,6.5,TRUE,,210.2104483,15.67126648,15.62429676
10/18/12,54.00833333,51.525,29.6,15.4,6.75,1.6,105.9,1.51,6.5,11.5,7.75,TRUE,,208.7338074,19.2480356,17.18026704
10/19/12,61.8952381,62.54,38.8,38.8,7.25,1.4,402.35,1.51,6.5,36.2,7.5,TRUE,,517.7157728,43.20262155,40.64888118
10/20/12,63.47692308,59.12222222,35,35,8.75,1.4,261.8,1.36,1.25,34.8,9,FALSE,,366.3208575,23.16746165,19.70440745
10/21/12,55.84166667,50.275,2.6,2.6,10,1.4,34.9,1.37,0.25,2.5,10,FALSE,,199.3879734,25.61407536,11.5469872
10/22/12,56.88181818,50.225,31.2,25.6,7,1.6,137.5,1.26,6.5,16.9,7.25,TRUE,,281.8555468,38.8742009,23.07745307
10/23/12,59.575,56.475,31.6,3,10.5,1.4,132.25,1.34,23.75,3,10.75,TRUE,,163.7713515,24.25635727,8.31074905
10/24/12,57.10666667,56.12,31.4,31.4,7.25,1.8,295.9,1.35,6.5,31.4,7.5,TRUE,,222.7599222,37.99131302,14.32099675
10/25/12,56.48333333,55.95,31,7,8.75,1.6,102.05,1.35,23.75,6.9,9,TRUE,,195.242979,33.97863793,6.57262232
10/26/12,58.84615385,59,32.8,32.8,9.5,1.6,292,1.37,6.5,31.5,9.5,TRUE,,302.7723539,35.67446571,33.81320925
10/27/12,62.04166667,61,30.6,29,8.5,1.4,214.9,1.31,2.25,27.9,8.75,FALSE,,360.2364476,22.10040662,17.66198877
10/28/12,59.65,55.94,1.8,1.6,8.5,1.4,32.8,1.31,0.75,1.5,8.5,FALSE,,105.0084584,13.73186381,4.80203757
10/29/12,55.725,54.75,19.6,9.2,10.75,1.8,95.8,1.28,5.25,8.7,10.75,TRUE,,121.4395473,13.26640411,10.31947405
10/30/12,56.56956522,53.05,14.6,14.6,7.75,2.4,156.25,1.77,23.75,13.9,8,TRUE,,194.5797363,33.68722477,6.57262232
10/31/12,48.61666667,45.2,24.4,24.4,9.5,1.6,188.1,1.48,6.5,19.7,9.75,TRUE,,170.8817275,17.389904,16.645584
11/1/12,45.75,43.775,27.4,27.4,6.75,2.4,207.85,2.31,6.5,21.7,7,TRUE,,230.8090208,28.38722502,25.58026104
11/2/12,47.78333333,46.45,15.2,15.2,8.5,7.6,192.05,2.3,6.5,15,8.75,TRUE,,221.4686082,28.06849192,26.92797937
11/3/12,43.875,42.325,28.6,28.6,8.5,2.4,188,2.35,0.75,24.5,8.5,FALSE,,234.6396582,21.50999429,13.02611214
11/4/12,41.90769231,40,33.2,33.2,7.25,2.8,167.025,2.625,1.5,25.7,7.5,FALSE,,213.7253009,27.90696181,15.50765562
11/5/12,42.29090909,38.725,44.8,44.8,6.75,2,232.765,1.79,6.5,35.9,7,TRUE,,237.3452493,23.70950605,24.03241193
11/6/12,35.60833333,33.825,33,33,7.25,5.4,280.3,4.68,3.25,32.1,7.25,TRUE,,293.3957948,31.31442975,31.44555601
11/7/12,37.46666667,38.95,43.6,43.6,6.75,4,322.95,3.79,6.5,37.2,6.75,TRUE,,300.5532113,24.89677664,24.48343523
11/8/12,32.08333333,34.775,40.6,24.2,6.75,40.6,349.1,6.25,5.5,22.8,7,TRUE,,320.8584394,35.20387932,24.15638586
11/9/12,38.90833333,38.225,25.6,25.6,6,7,259.3,4.54,5.75,23.3,7.75,TRUE,,253.8517523,26.26280165,25.8450472
11/10/12,45.575,44.475,29,29,8.25,2.8,157.2,2.62,0.75,28,8.25,FALSE,,227.6978765,20.9819535,13.54380199
11/11/12,51.05,53.025,2.4,2.4,10.25,2.2,48.75,1.96,0,2.3,10.25,FALSE,,177.9719222,23.43737193,12.60972287
11/12/12,54.58333333,49.8,33.8,24.4,7.5,2,172.1,1.91,6,18.3,7.75,TRUE,,95.87296338,11.23200284,9.49199582
11/13/12,59.35,48.54285714,29,21,9.25,2,245.2,1.89,6,20.3,9.25,TRUE,,310.9583753,28.99411082,18.77543792
11/14/12,40.90833333,37.95,29,29,7,3.2,250.25,3.1,6.25,26.5,7,TRUE,,225.4548286,26.87138465,27.24804321
11/15/12,39.55,37,29.4,29.4,7,3.2,259.1,3.11,6.25,28.1,7.25,TRUE,,258.090732,25.62881005,25.97652603
11/16/12,39.90833333,38.675,20.6,18.8,10.5,20.6,244.9,2.84,5.5,17.6,10.75,TRUE,,237.7831649,23.99439334,18.81601629
11/17/12,40.35833333,40.225,32.2,32.2,8,3,192.4,2.96,0,22.1,8.25,FALSE,,125.7255594,13.02544785,3.74465371
11/18/12,43.14166667,39.225,19,19,10.25,2.8,121.3,2.73,0.75,17.7,10.5,FALSE,,215.0897465,21.96567959,13.32497398
11/19/12,42.66666667,38.7,24.6,24.6,7.25,3,233.85,2.59,6.25,24.1,7.25,TRUE,,256.1675249,27.47950602,26.63035727
11/20/12,43.56111111,40.95,19.4,18.4,8.5,19.4,222.4,2.27,5.5,17.7,8.5,TRUE,,218.1503273,24.74836259,21.11476029
11/21/12,44.51666667,42.05,18.4,18.4,6.25,2.4,205.25,2.42,6,17.3,7.25,TRUE,,187.9839453,16.68714505,16.30594254
11/22/12,45.15833333,43.66666667,12.2,11.8,10.5,3.8,130.3,3.4,4.5,11,10.5,TRUE,,201.0354524,23.77446894,15.49022135
11/23/12,46.975,45.525,16.8,16.8,7.75,2.4,167.8,2.09,6.5,14.8,8,TRUE,,268.8763595,20.75598639,19.57523611
11/24/12,48.78333333,39.95,24.4,24.4,8,2.4,145.6,2.05,5,18.8,8.25,FALSE,,228.8882172,25.12524561,18.91704063
11/25/12,36.01666667,34.775,18.2,13.8,9.75,18.2,131.1,4.7,4.75,13.7,10,FALSE,,242.490784,23.69149445,19.81523937
11/26/12,36.56666667,37.95,27.4,20.2,6.75,27.4,249.9,5.59,5.25,19.7,7,TRUE,2,285.8627937,19.78692772,18.87066154
11/27/12,42.01666667,39.98,30.2,20,10.75,30.2,281.5,3.17,5.25,19.8,10.75,TRUE,2,273.8553689,25.79105735,19.64208603
11/28/12,36.508,34.775,31.2,18.8,7.25,31.2,274.8,3.44,5.25,18.5,7.5,TRUE,2,291.6427612,19.01255567,18.70892755
11/29/12,35.14166667,35.3,38,20.2,7.25,38,275.05,3.62,5.25,19.8,7.5,TRUE,2,285.0191998,35.05287275,20.42697777
11/30/12,39.70833333,39.725,26.4,19,7,26.4,250.45,3.03,5.25,18.3,7.25,TRUE,2,252.705346,27.26399147,18.81652698
12/1/12,39.17647059,36.6,35.2,35.2,8.25,4.2,202.45,3.62,5,28.4,8.5,FALSE,2,263.3156795,25.14430378,18.61992836
12/2/12,41.15714286,42.05,21.8,21.8,9.75,2.4,135.35,2.78,2.25,18,10,FALSE,2,219.4608728,26.29987053,16.04227803
12/3/12,49.90833333,50.775,27.4,13.4,8,27.4,156.35,1.99,5.25,13,8.25,TRUE,2,222.8640645,20.22441627,18.7170726
12/4/12,51.27692308,48.64444444,23.4,12.8,7.75,23.4,133.4,2.01,5.25,12.6,8,TRUE,2,122.3947454,16.33154159,15.29061251
12/5/12,55.63333333,53.8,13.6,13.6,7.25,2,141.75,1.99,6,12.7,7.5,TRUE,2,104.4686533,10.88117996,11.55284619
12/6/12,35.91666667,29.95,26.4,22.4,8.5,26.4,276.05,5.73,5.5,21.4,8.5,TRUE,2,403.5106073,32.30757,28.967536
12/7/12,36.60769231,39.98571429,28.2,17.4,7,28.2,240.95,3.06,5,16.4,8.25,TRUE,2,263.0646774,28.60477085,18.74260033
12/8/12,44.20740741,45.25,16.4,16.4,8.25,2.8,153.95,2.64,0.75,15.8,8.5,FALSE,2,227.520401,20.87100172,12.58739384
12/9/12,48.77692308,46.74,11.8,2.8,10.25,2.2,80.1,2.17,23.75,2.8,10.5,FALSE,2,310.1533545,23.09612579,12.52810838
12/10/12,44.04166667,49.3,15.6,15.6,6.75,2.2,152.15,2.12,6.5,14.3,7,TRUE,2,219.6586466,20.71005026,20.2595742
12/11/12,54.632,43.275,17,17,7.5,2.2,191.95,2.38,6.5,16.4,7.75,TRUE,2,117.7753956,25.90915895,11.35549399
12/12/12,40.44166667,37.58,34.8,18,7.5,34.8,242.1,2.95,5.25,17.5,7.75,TRUE,2,286.5932377,34.63407142,22.99058266
12/13/12,39.26666667,37.725,26.6,17.6,9.25,26.6,258.2,3.29,5,17.3,9.25,TRUE,2,268.5313522,25.32687702,19.55755451
12/14/12,39.225,37.675,32.2,17.6,7.5,32.2,260.55,2.91,5,17.3,7.75,TRUE,2,260.7939664,25.28609371,19.24765371
12/15/12,42.33333333,39.5,30.2,30.2,8.25,3,176,2.9,23.75,24.7,8.5,FALSE,2,464.3756231,23.12467855,22.43045246
12/16/12,44.16428571,44.64,16.2,15,10.75,3,103.9,2.82,0.25,10.1,10.75,FALSE,2,226.3863336,21.18438921,12.22601425
12/17/12,42.07222222,40.725,29.6,18.6,7.25,29.6,232.8,2.84,5.5,18.4,7.5,TRUE,2,266.8424837,25.53285184,23.7239844
12/18/12,43.23636364,45.775,17.4,17.4,6.25,4.8,209.5,2.94,6,15.4,7.25,TRUE,2,228.3192141,20.30419687,20.97362793
12/19/12,45.16153846,41.825,44,19.6,7.5,44,211.35,2.11,5.25,19.1,7.5,TRUE,2,210.2397886,34.42409085,19.2579601
12/20/12,39.73333333,36.025,23.4,22.2,7,23.4,255.35,2.9,5.5,20.4,7.25,TRUE,2,253.8060921,21.82999592,18.10074234
12/21/12,46.46666667,54.35714286,18.8,14.6,7.25,5.4,219.55,2.69,5.75,13.6,7.5,TRUE,2,202.5046164,19.46994039,18.49911503
12/22/12,37.22352941,36.5,32.2,32.2,8.25,3.4,206.3475,3.26,1.25,27.2,8.25,FALSE,2,255.486907,24.88062623,21.9733854
12/23/12,36.91666667,35.55,22.4,22.4,9.25,3.2,118.65,3.14,6.5,15.6,9.5,FALSE,2,276.8782517,21.8587108,21.91045822
12/24/12,37.49166667,34.275,38,24.2,7.25,38,283,3.12,5.25,24,7.5,TRUE,2,275.8995204,23.86080328,20.30219795
12/25/12,35.604,35.025,19.4,17.6,7.25,3.4,162.6,3.61,23.75,15.8,7.25,FALSE,2,551.5996165,24.87093955,25.37656167
12/26/12,33.34285714,28.675,32.6,27.2,6.5,32.6,300.65,5.62,5.25,24.4,8.5,TRUE,2,320.1837573,27.35507091,25.03955818
12/27/12,37.58275862,37.96,22.6,22.6,7.25,2.6,303.25,2.71,6.5,21.8,7.25,TRUE,2,292.1408252,25.77131248,25.73663681
12/28/12,31.33529412,30.9,44.4,24.2,7,44.4,340.05,5.51,5.25,23,7.25,TRUE,2,371.6554627,26.18696179,19.98109582
12/29/12,31.575,32.275,26.4,26.4,8.5,5.6,265.55,5.31,1,25.1,8.75,FALSE,2,523.6790992,21.78012779,17.44741442
12/30/12,31.28148148,29.95,17.2,17.2,9.5,6.2,186.35,5.74,4,16.6,9.75,FALSE,2,671.4068896,25.52822811,23.33120388
12/31/12,28.8,30,26.6,25.8,6.5,26.6,359.05,6.04,5,25.3,6.75,TRUE,2,509.2838904,26.70565859,22.69895497
1/1/13,37.88333333,38.725,19.8,3.4,6.75,3.4,143.35,3.2,1,3.3,6.75,FALSE,2,273.2829309,21.49150991,19.39424676
1/2/13,28.11818182,22.725,33.8,29.6,7,33.8,323.2,7.29,4.5,28.8,7.25,TRUE,2,497.6889828,26.07652636,25.45095425
1/3/13,28.90833333,24.55,29,29,7.25,21.6,379.6,6.1,5,26.5,7.5,TRUE,2,509.2734404,26.18701324,22.60377147
1/4/13,30.99166667,33.55,26.4,23.4,7.25,26.4,376.1,5.03,5,23,9.25,TRUE,2,603.6041044,25.21959653,21.72905687
1/5/13,33.95833333,32.5,24,24,8.75,6.2,302.95,5.63,4.25,23.6,8.75,FALSE,2,462.6365676,26.1527895,23.03903001
1/6/13,36.50833333,34.47142857,19.8,19.8,10,5.8,245.3,5.34,2.25,18.4,10,FALSE,2,235.231962,21.50071421,20.30219014
1/7/13,40.74166667,38.675,37.8,23,7,37.8,289.9,3.29,5.25,21.5,7.25,TRUE,2,235.3967301,27.92343481,20.29859867
1/8/13,38.80833333,36,30.2,22.8,7.25,30.2,285.25,3.18,5.25,21.9,7.5,TRUE,2,270.4671746,30.32210891,25.05222751
1/9/13,42.35833333,39.45,25,25,6.5,5.2,257.35,3.6,6.25,21.2,6.75,TRUE,2,233.9953003,25.7642915,26.92267892
1/10/13,45.5,41,24.2,24.2,6.5,2.4,242.35,2.17,6.25,23.2,6.5,TRUE,2,231.51969,31.41499188,24.65694387
1/11/13,40.90833333,38.725,26.4,26.4,6.5,4.4,254.9,2.42,6.25,22.4,8.25,TRUE,2,225.4548286,26.87138465,27.24804321
1/12/13,43.54333333,43.47,24.6,24.6,8.25,2.2,180.5,2.06,23.75,21.2,8.5,FALSE,2,439.756743,22.40784808,19.19523005
1/13/13,43.8826087,44.53,19,19,9.25,2.2,121.7,2.06,0,15.5,9.5,FALSE,2,232.8464172,21.15049501,11.13202498
1/14/13,49.59565217,54.62857143,17.2,17.2,6.5,2.2,183.5,2.07,6.25,16.9,7.5,TRUE,2,251.5195942,21.73288933,21.15625096
1/15/13,41.25833333,36,38.6,22.6,8.25,38.6,279.65,2.19,5.25,22.2,8.25,TRUE,2,216.0606321,21.50417036,14.30502093
1/16/13,34.84285714,33.36666667,31.8,23.2,8.25,31.8,333.75,5.88,5.25,23.1,8.25,TRUE,2,305.1384206,31.89709275,21.94787178
1/17/13,36.92666667,38.725,32.2,21.2,7.75,32.2,306.4,3.42,5.5,20.9,8,TRUE,2,300.6644718,24.44330526,23.79784063
1/18/13,35.2,26.25,27.2,27.2,7.25,24.8,362,6.49,5.25,25.9,7.5,TRUE,2,300.2224182,34.15915146,20.83335825
1/19/13,29.63333333,32.775,23.4,23.4,9,5.8,257.75,5.63,0,21.6,9.25,FALSE,2,441.5424821,22.62846161,17.56235902
1/20/13,44.18333333,41.775,16.6,16.6,9.25,2.2,76.4,2.15,0,11.2,9.5,FALSE,2,226.4850151,20.74218733,10.7451658
1/21/13,32.58333333,26.775,31.4,29.4,7.25,31.4,313.5,5.16,5,28.8,7.5,FALSE,2,488.7338994,28.98367497,22.37729108
1/22/13,27.21666667,19.725,34,28.4,9,34,424.3,8.53,5.25,28.1,9.25,TRUE,2,360.3785929,26.67423559,25.28490395
1/23/13,14.15,11.175,38,33.4,7.5,38,539.7,12.47,5.25,33.1,7.75,TRUE,2,655.0119366,31.50520468,30.7933734
1/24/13,15.14166667,13.225,31.6,31.6,6,30.8,543.6,12.89,5.75,31.1,6.25,TRUE,2,667.1269897,32.09252098,31.96507689
1/25/13,15.83333333,13.725,33.6,33.6,6.25,31.4,535.9,10.6,6,33.2,6.5,TRUE,2,654.5873985,33.74839664,34.23263453
1/26/13,19.096,16.05,37.8,37.8,8.5,8.2,384.4,7.54,5.25,37.7,8.75,FALSE,2,551.2322182,34.46393957,32.81989793
1/27/13,20.875,20.175,19.2,19.2,9.5,8.6,235.25,8.3,3.25,18.1,9.75,FALSE,2,531.3054839,34.92078704,34.15843073
1/28/13,30.525,32,24.4,22.6,6.75,24.4,371.65,10.38,4.75,22.5,6.75,TRUE,2,553.1011701,25.08464758,22.59349273
1/29/13,35.63888889,42.775,24.6,18.6,7.25,24.6,318.1,3.82,5.25,18.4,7.25,TRUE,2,414.7069276,30.75657751,28.67779464
1/30/13,40.26190476,44.51666667,19.8,19.8,7.25,2.4,243.45,2.18,6,19.5,7.5,TRUE,2,220.716683,24.70624109,24.17950571
1/31/13,56.27619048,51.64285714,16.8,16.8,9.75,2,218.75,1.92,6.25,16.6,10.25,TRUE,2,293.3628924,24.60736187,20.94483766
2/1/13,30.725,28.675,26,26,9,21.2,383.5,6.34,5.75,25.4,9.25,TRUE,2,314.442168,23.03568719,20.94947368
2/2/13,24.03333333,19.45,37.6,37.6,8.5,7.4,316.1,6.88,6.5,35.7,8.75,FALSE,2,438.0086216,33.871395,34.094567
