,start,end,busday
2012-05-22,6.816666666666666,6.983333333333333,True
2012-05-24,6.666666666666667,6.733333333333333,True
2012-05-25,6.616666666666667,6.9,True
2012-05-26,7.95,19.366666666666667,False
2012-05-27,14.75,14.75,False
2012-05-29,6.133333333333334,6.4,True
2012-05-30,5.583333333333333,6.0,True
2012-05-31,6.25,6.783333333333333,True
2012-06-01,6.866666666666667,6.983333333333333,True
2012-06-02,8.133333333333333,17.5,False
2012-06-03,1.1333333333333333,1.1333333333333333,False
2012-06-04,5.966666666666667,6.866666666666667,True
2012-06-05,6.616666666666667,6.783333333333333,True
2012-06-06,6.166666666666667,6.766666666666667,True
2012-06-07,6.666666666666667,6.816666666666666,True
2012-06-08,4.866666666666667,6.783333333333333,True
2012-06-09,0.38333333333333336,23.883333333333333,False
2012-06-10,0.03333333333333333,11.633333333333333,False
2012-06-11,6.0,6.333333333333333,True
2012-06-12,6.116666666666666,6.466666666666667,True
2012-06-13,6.4,6.816666666666666,True
2012-06-14,6.416666666666667,6.6,True
2012-06-15,6.633333333333333,6.75,True
2012-06-16,9.233333333333333,10.05,False
2012-06-17,7.2,19.616666666666667,False
2012-06-18,6.116666666666666,6.733333333333333,True
2012-06-19,6.683333333333334,6.916666666666667,True
2012-06-20,6.35,6.75,True
2012-06-23,7.866666666666667,16.7,False
2012-06-25,5.65,6.016666666666667,True
2012-06-26,6.166666666666667,6.4,True
2012-06-27,6.083333333333333,6.35,True
2012-06-28,6.65,6.816666666666666,True
2012-06-29,6.316666666666666,6.416666666666667,True
2012-06-30,8.2,15.95,False
2012-07-01,14.116666666666667,16.216666666666665,False
2012-07-05,5.533333333333333,5.533333333333333,True
2012-07-06,4.083333333333333,4.683333333333334,True
2012-07-07,7.75,20.516666666666666,False
2012-07-08,10.033333333333333,16.716666666666665,False
2012-07-10,5.116666666666666,5.4,True
2012-07-11,5.35,5.733333333333333,True
2012-07-12,5.316666666666666,5.666666666666667,True
2012-07-13,5.4,5.566666666666666,True
2012-07-14,8.133333333333333,15.783333333333333,False
2012-07-15,10.016666666666667,16.083333333333332,False
2012-07-16,4.0,4.333333333333333,True
2012-07-18,4.25,4.533333333333333,True
2012-07-19,4.966666666666667,5.216666666666667,True
2012-07-20,5.616666666666667,5.833333333333333,True
2012-07-21,8.0,17.4,False
2012-07-22,13.016666666666667,13.016666666666667,False
2012-07-23,4.4,4.65,True
2012-07-24,5.233333333333333,5.383333333333334,True
2012-07-25,5.4,5.516666666666667,True
2012-07-26,5.716666666666667,6.0,True
2012-07-27,5.916666666666667,6.05,True
2012-07-28,7.05,8.5,False
2012-07-29,12.966666666666667,13.083333333333334,False
2012-07-30,5.533333333333333,5.683333333333334,True
2012-07-31,5.433333333333334,5.683333333333334,True
2012-08-01,5.466666666666667,5.733333333333333,True
2012-08-02,5.783333333333333,5.966666666666667,True
2012-08-03,5.8,5.9,True
2012-08-04,8.033333333333333,15.7,False
2012-08-05,12.966666666666667,12.983333333333333,False
2012-08-07,5.3,5.4,True
2012-08-08,5.533333333333333,5.783333333333333,True
2012-08-09,6.3,6.416666666666667,True
2012-08-10,6.433333333333334,6.666666666666667,True
2012-08-11,8.0,20.0,False
2012-08-12,12.983333333333333,15.7,False
2012-08-13,4.666666666666667,4.85,True
2012-08-14,5.783333333333333,5.916666666666667,True
2012-08-15,5.75,5.933333333333334,True
2012-08-16,6.0,6.366666666666666,True
2012-08-17,6.066666666666666,6.166666666666667,True
2012-08-18,8.033333333333333,19.4,False
2012-08-19,12.983333333333333,13.0,False
2012-08-20,5.816666666666666,6.433333333333334,True
2012-08-21,6.183333333333334,6.333333333333333,True
2012-08-22,6.166666666666667,6.35,True
2012-08-23,6.05,6.133333333333334,True
2012-08-24,6.066666666666666,6.933333333333334,True
2012-08-25,8.166666666666666,8.25,False
2012-08-26,13.016666666666667,20.266666666666666,False
2012-08-27,5.766666666666667,5.883333333333333,True
2012-08-28,5.816666666666666,6.0,True
2012-08-29,6.0,6.233333333333333,True
2012-08-30,6.533333333333333,6.783333333333333,True
2012-08-31,6.183333333333334,6.283333333333333,True
2012-09-01,7.0,13.6,False
2012-09-02,7.966666666666667,15.783333333333333,False
2012-09-04,5.3,5.683333333333334,True
2012-09-05,6.066666666666666,6.316666666666666,True
2012-09-06,6.116666666666666,6.316666666666666,True
2012-09-07,6.05,6.2,True
2012-09-08,7.9,10.383333333333333,False
2012-09-09,8.95,23.8,False
2012-09-10,6.7,6.85,True
2012-09-11,6.516666666666667,6.6,True
2012-09-12,6.766666666666667,6.916666666666667,True
2012-09-13,6.283333333333333,6.833333333333333,True
2012-09-14,6.116666666666666,6.95,True
2012-09-15,1.1,18.95,False
2012-09-16,8.016666666666667,12.983333333333333,False
2012-09-17,6.65,6.983333333333333,True
2012-09-18,6.75,6.9,True
2012-09-19,6.5,6.683333333333334,True
2012-09-20,6.233333333333333,6.266666666666667,True
2012-09-21,6.083333333333333,6.75,True
2012-09-22,8.083333333333334,10.033333333333333,False
2012-09-23,8.95,9.0,False
2012-09-24,6.683333333333334,6.916666666666667,True
2012-09-25,6.666666666666667,6.966666666666667,True
2012-09-26,6.716666666666667,6.866666666666667,True
2012-09-27,6.65,6.8,True
2012-09-28,6.883333333333333,6.9,True
2012-09-29,7.983333333333333,22.416666666666668,False
2012-09-30,8.966666666666667,20.85,False
2012-10-01,6.8,6.866666666666667,True
2012-10-02,6.716666666666667,6.933333333333334,True
2012-10-03,6.516666666666667,6.833333333333333,True
2012-10-04,6.583333333333333,6.783333333333333,True
2012-10-05,6.566666666666666,6.733333333333333,True
2012-10-06,8.066666666666666,8.116666666666667,False
2012-10-07,9.0,9.016666666666667,False
2012-10-08,6.483333333333333,6.783333333333333,True
2012-10-09,6.3,6.433333333333334,True
2012-10-10,6.75,6.95,True
2012-10-11,6.483333333333333,6.75,True
2012-10-12,6.25,6.716666666666667,True
2012-10-13,4.883333333333333,15.016666666666667,False
2012-10-14,9.033333333333333,21.433333333333334,False
2012-10-15,6.7,6.983333333333333,True
2012-10-16,6.483333333333333,6.833333333333333,True
2012-10-17,6.35,6.583333333333333,True
2012-10-18,6.566666666666666,6.916666666666667,True
2012-10-19,6.75,6.85,True
2012-10-20,7.95,8.05,False
2012-10-21,8.983333333333333,15.133333333333333,False
2012-10-22,6.683333333333334,6.9,True
2012-10-23,6.783333333333333,6.933333333333334,True
2012-10-24,6.75,6.833333333333333,True
2012-10-25,6.733333333333333,6.95,True
2012-10-26,6.8,6.866666666666667,True
2012-10-27,7.916666666666667,7.983333333333333,False
2012-10-28,8.983333333333333,9.633333333333333,False
2012-10-29,6.833333333333333,6.983333333333333,True
2012-10-30,6.733333333333333,6.916666666666667,True
2012-10-31,6.5,6.816666666666666,True
2012-11-01,6.233333333333333,6.483333333333333,True
2012-11-02,6.25,6.4,True
2012-11-03,7.816666666666666,13.4,False
2012-11-04,8.016666666666667,9.666666666666666,False
2012-11-05,6.483333333333333,6.766666666666667,True
2012-11-06,6.433333333333334,6.616666666666667,True
2012-11-07,6.433333333333334,6.716666666666667,True
2012-11-08,5.85,6.0,True
2012-11-09,6.4,6.583333333333333,True
2012-11-10,7.966666666666667,8.133333333333333,False
2012-11-11,9.0,9.016666666666667,False
2012-11-12,6.716666666666667,6.933333333333334,True
2012-11-13,6.483333333333333,6.8,True
2012-11-14,6.366666666666666,6.816666666666666,True
2012-11-15,6.616666666666667,6.883333333333333,True
2012-11-16,6.45,6.716666666666667,True
2012-11-17,7.95,13.216666666666667,False
2012-11-18,9.0,18.3,False
2012-11-19,6.433333333333334,6.616666666666667,True
2012-11-20,6.233333333333333,6.716666666666667,True
2012-11-21,6.416666666666667,6.65,True
2012-11-23,6.4,6.633333333333333,True
2012-11-24,7.85,21.433333333333334,False
2012-11-26,5.916666666666667,6.983333333333333,True
2012-11-27,5.766666666666667,5.966666666666667,True
2012-11-28,5.866666666666667,6.1,True
2012-11-29,6.066666666666666,6.266666666666667,True
2012-12-01,8.083333333333334,8.133333333333333,False
2012-12-02,7.016666666666667,9.366666666666667,False
2012-12-03,6.35,6.6,True
2012-12-04,6.35,6.566666666666666,True
2012-12-05,6.2,6.916666666666667,True
2012-12-06,5.916666666666667,6.1,True
2012-12-07,6.0,6.3,True
2012-12-08,8.05,8.166666666666666,False
2012-12-09,8.983333333333333,9.0,False
2012-12-11,6.85,6.966666666666667,True
2012-12-12,6.266666666666667,6.683333333333334,True
2012-12-13,6.35,6.6,True
2012-12-14,6.216666666666667,6.383333333333334,True
2012-12-15,7.083333333333333,8.2,False
2012-12-16,9.016666666666667,13.65,False
2012-12-17,6.133333333333334,6.633333333333333,True
2012-12-18,6.466666666666667,6.683333333333334,True
2012-12-19,6.333333333333333,6.55,True
2012-12-20,6.433333333333334,6.733333333333333,True
2012-12-21,6.483333333333333,6.683333333333334,True
2012-12-22,7.9,13.066666666666666,False
2012-12-23,8.966666666666667,8.983333333333333,False
2012-12-24,5.916666666666667,6.266666666666667,True
2012-12-26,5.783333333333333,5.966666666666667,True
2012-12-27,6.633333333333333,6.9,True
2012-12-28,5.933333333333334,6.083333333333333,True
2012-12-29,7.933333333333334,7.983333333333333,False
2012-12-30,8.983333333333333,9.0,False
2012-12-31,5.4,5.566666666666666,True
2013-01-02,5.516666666666667,5.716666666666667,True
2013-01-03,5.483333333333333,6.066666666666666,True
2013-01-04,5.7,5.9,True
2013-01-05,8.016666666666667,21.316666666666666,False
2013-01-06,8.016666666666667,13.616666666666667,False
2013-01-07,5.783333333333333,5.916666666666667,True
2013-01-08,5.9,6.183333333333334,True
2013-01-09,6.2,6.416666666666667,True
2013-01-10,6.166666666666667,6.45,True
2013-01-11,6.516666666666667,6.65,True
2013-01-12,7.833333333333333,10.583333333333334,False
2013-01-13,8.0,16.533333333333335,False
2013-01-14,6.416666666666667,6.816666666666666,True
2013-01-15,6.266666666666667,6.7,True
2013-01-16,6.283333333333333,6.633333333333333,True
2013-01-17,6.25,6.783333333333333,True
2013-01-18,6.1,6.433333333333334,True
2013-01-19,7.966666666666667,8.1,False
2013-01-20,9.0,9.033333333333333,False
2013-01-21,6.183333333333334,6.516666666666667,True
2013-01-22,4.566666666666666,5.016666666666667,True
2013-01-23,4.35,6.833333333333333,True
2013-01-24,4.316666666666666,4.783333333333333,True
2013-01-25,4.516666666666667,5.566666666666666,True
2013-01-26,7.75,7.85,False
2013-01-27,13.4,13.4,False
2013-01-28,4.566666666666666,4.883333333333333,True
2013-01-29,5.75,6.166666666666667,True
2013-01-30,6.466666666666667,6.85,True
2013-01-31,6.533333333333333,6.783333333333333,True
2013-02-01,5.066666666666666,5.383333333333334,True
2013-02-02,7.883333333333333,12.066666666666666,False
2013-02-03,11.0,11.016666666666667,False
2013-02-04,4.766666666666667,5.05,True
2013-02-05,4.666666666666667,5.033333333333333,True
2013-02-06,5.666666666666667,5.816666666666666,True
2013-02-07,5.183333333333334,5.483333333333333,True
2013-02-08,5.466666666666667,5.916666666666667,True
2013-02-09,7.783333333333333,7.866666666666667,False
2013-02-10,14.466666666666667,21.866666666666667,False
2013-02-11,5.1,5.3,True
2013-02-12,6.016666666666667,6.283333333333333,True
2013-02-13,5.866666666666667,6.15,True
2013-02-14,6.016666666666667,6.266666666666667,True
2013-02-15,6.033333333333333,6.3,True
2013-02-16,7.883333333333333,14.216666666666667,False
2013-02-17,9.983333333333333,10.033333333333333,False
2013-02-18,4.05,4.433333333333334,True
2013-02-19,5.266666666666667,5.533333333333333,True
2013-02-20,5.516666666666667,5.833333333333333,True
2013-02-21,5.533333333333333,5.933333333333334,True
2013-02-22,5.433333333333334,5.733333333333333,True
2013-02-23,8.083333333333334,8.2,False
2013-02-24,10.033333333333333,10.033333333333333,False
2013-02-25,5.0,5.283333333333333,True
2013-02-26,5.6,5.85,True
2013-02-27,5.483333333333333,6.2,True
2013-02-28,6.366666666666666,6.616666666666667,True
2013-03-01,5.5,5.833333333333333,True
2013-03-02,7.8,7.9,False
2013-03-03,10.033333333333333,16.216666666666665,False
2013-03-04,4.9,5.566666666666666,True
2013-03-05,5.233333333333333,5.666666666666667,True
2013-03-06,5.516666666666667,5.883333333333333,True
2013-03-07,5.483333333333333,5.9,True
2013-03-08,5.533333333333333,6.016666666666667,True
2013-03-09,6.816666666666666,20.566666666666666,False
2013-03-11,6.25,6.466666666666667,True
2013-03-12,6.5,6.716666666666667,True
2013-03-13,6.383333333333334,6.433333333333334,True
2013-03-14,6.183333333333334,6.983333333333333,True
2013-03-15,6.033333333333333,6.3,True
2013-03-16,8.05,20.283333333333335,False
2013-03-17,10.033333333333333,10.066666666666666,False
2013-03-18,5.3,5.633333333333333,True
2013-03-19,5.333333333333333,5.6,True
2013-03-20,5.7,6.8,True
2013-03-21,5.683333333333334,5.933333333333334,True
2013-03-22,5.816666666666666,6.033333333333333,True
2013-03-23,8.116666666666667,8.216666666666667,False
2013-03-24,9.966666666666667,10.0,False
2013-03-25,5.416666666666667,5.7,True
2013-03-26,5.716666666666667,6.116666666666666,True
2013-03-27,5.933333333333334,6.216666666666667,True
2013-03-28,6.033333333333333,6.4,True
2013-03-29,6.033333333333333,6.433333333333334,True
2013-03-30,2.216666666666667,8.5,False
2013-03-31,8.983333333333333,22.616666666666667,False
2013-04-01,4.533333333333333,5.883333333333333,True
2013-04-02,5.8,6.066666666666666,True
2013-04-03,6.216666666666667,6.416666666666667,True
2013-04-04,6.1,6.55,True
2013-04-05,6.333333333333333,6.5,True
2013-04-06,8.1,19.216666666666665,False
2013-04-08,6.7,6.8,True
2013-04-09,6.766666666666667,6.883333333333333,True
2013-04-10,6.666666666666667,6.783333333333333,True
2013-04-11,6.6,6.766666666666667,True
2013-04-12,6.833333333333333,6.966666666666667,True
2013-04-13,7.933333333333334,13.816666666666666,False
2013-04-14,0.25,1.25,False
2013-04-15,6.516666666666667,6.933333333333334,True
2013-04-16,6.633333333333333,6.766666666666667,True
2013-04-17,6.583333333333333,6.783333333333333,True
2013-04-18,6.533333333333333,6.783333333333333,True
2013-04-19,6.75,6.866666666666667,True
2013-04-20,1.55,11.883333333333333,False
2013-04-22,6.55,6.85,True
2013-04-23,6.533333333333333,6.816666666666666,True
2013-04-24,6.6,6.783333333333333,True
2013-04-25,6.6,6.933333333333334,True
2013-04-26,6.616666666666667,6.85,True
2013-04-27,7.166666666666667,15.916666666666666,False
2013-04-29,6.35,6.533333333333333,True
2013-04-30,6.6,6.783333333333333,True
2013-05-01,6.566666666666666,6.783333333333333,True
2013-05-02,6.516666666666667,6.666666666666667,True
2013-05-03,6.666666666666667,6.866666666666667,True
2013-05-04,7.9,8.966666666666667,False
2013-05-06,6.516666666666667,6.75,True
2013-05-07,6.4,6.616666666666667,True
2013-05-08,6.55,6.8,True
2013-05-09,6.666666666666667,6.916666666666667,True
2013-05-10,6.716666666666667,6.8,True
2013-05-11,8.15,8.25,False
2013-05-13,6.633333333333333,6.8,True
2013-05-14,6.666666666666667,6.916666666666667,True
2013-05-15,6.65,6.8,True
2013-05-16,6.666666666666667,6.8,True
2013-05-17,6.666666666666667,6.85,True
2013-05-18,8.05,8.283333333333333,False
2013-05-20,6.6,6.883333333333333,True
2013-05-21,6.016666666666667,6.4,True
2013-05-22,5.166666666666667,6.1,True
2013-05-23,6.4,6.466666666666667,True
2013-05-24,6.766666666666667,6.916666666666667,True
2013-05-25,0.016666666666666666,12.683333333333334,False
2013-05-26,8.0,12.55,False
2013-05-28,6.916666666666667,6.983333333333333,True
2013-05-29,6.45,6.633333333333333,True
2013-05-30,5.966666666666667,6.05,True
2013-05-31,6.183333333333334,6.4,True
2013-06-01,8.183333333333334,13.516666666666667,False
2013-06-02,14.633333333333333,14.65,False
2013-06-03,5.7,5.733333333333333,True
2013-06-04,6.016666666666667,6.183333333333334,True
2013-06-05,6.4,6.75,True
2013-06-06,6.5,6.716666666666667,True
2013-06-07,6.716666666666667,6.95,True
2013-06-08,7.866666666666667,13.183333333333334,False
2013-06-09,9.933333333333334,9.933333333333334,False
2013-06-10,5.8,6.05,True
2013-06-11,6.183333333333334,6.35,True
2013-06-12,6.166666666666667,6.95,True
2013-06-13,6.666666666666667,6.9,True
2013-06-14,6.633333333333333,6.883333333333333,True
2013-06-15,0.8,8.616666666666667,False
2013-06-17,5.55,5.6,True
2013-06-18,6.116666666666666,6.233333333333333,True
2013-06-19,6.6,6.75,True
2013-06-20,6.716666666666667,6.916666666666667,True
2013-06-21,6.633333333333333,6.783333333333333,True
2013-06-22,7.6,8.316666666666666,False
2013-06-23,16.7,17.5,False
2013-06-24,5.483333333333333,6.1,True
2013-06-25,6.033333333333333,6.183333333333334,True
2013-06-26,6.266666666666667,6.583333333333333,True
2013-06-27,6.55,6.666666666666667,True
2013-06-28,6.683333333333334,6.833333333333333,True
2013-06-29,8.033333333333333,12.666666666666666,False
2013-06-30,10.9,18.016666666666666,False
2013-07-01,5.65,5.766666666666667,True
2013-07-02,5.916666666666667,6.033333333333333,True
2013-07-03,6.4,6.666666666666667,True
2013-07-05,6.083333333333333,6.2,True
2013-07-06,8.2,13.5,False
2013-07-07,11.966666666666667,23.166666666666668,False
2013-07-08,4.066666666666666,4.1,True
2013-07-09,5.666666666666667,5.883333333333333,True
2013-07-10,6.116666666666666,6.233333333333333,True
2013-07-11,5.883333333333333,6.0,True
2013-07-12,6.7,6.783333333333333,True
2013-07-13,8.166666666666666,15.3,False
2013-07-14,11.0,13.583333333333334,False
2013-07-16,4.85,5.066666666666666,True
2013-07-17,5.366666666666666,5.483333333333333,True
2013-07-18,5.583333333333333,5.716666666666667,True
2013-07-19,5.766666666666667,5.9,True
2013-07-20,7.883333333333333,19.0,False
2013-07-21,10.016666666666667,17.05,False
2013-07-23,5.55,6.2,True
2013-07-24,6.033333333333333,6.8,True
2013-07-25,6.566666666666666,6.8,True
2013-07-26,6.683333333333334,6.85,True
2013-07-27,8.133333333333333,13.683333333333334,False
2013-07-29,5.4,5.516666666666667,True
2013-07-30,6.15,6.383333333333334,True
2013-07-31,6.683333333333334,6.916666666666667,True
2013-08-01,6.6,6.666666666666667,True
2013-08-02,6.633333333333333,6.85,True
2013-08-03,8.15,13.85,False
2013-08-04,10.1,16.5,False
2013-08-05,6.316666666666666,6.716666666666667,True
2013-08-06,6.6,6.733333333333333,True
2013-08-07,6.483333333333333,6.616666666666667,True
2013-08-08,6.45,6.533333333333333,True
2013-08-09,6.366666666666666,6.516666666666667,True
2013-08-10,8.316666666666666,16.333333333333332,False
2013-08-11,8.983333333333333,9.05,False
2013-08-12,5.983333333333333,6.216666666666667,True
2013-08-13,6.4,6.466666666666667,True
2013-08-14,6.5,6.716666666666667,True
2013-08-15,6.55,6.666666666666667,True
2013-08-16,6.666666666666667,6.816666666666666,True
2013-08-17,7.983333333333333,8.866666666666667,False
2013-08-19,6.116666666666666,6.716666666666667,True
2013-08-20,6.066666666666666,6.183333333333334,True
2013-08-21,5.966666666666667,6.166666666666667,True
2013-08-22,6.25,6.966666666666667,True
2013-08-23,6.6,6.683333333333334,True
2013-08-24,8.116666666666667,8.183333333333334,False
2013-08-25,11.983333333333333,12.016666666666667,False
2013-08-26,5.983333333333333,6.183333333333334,True
2013-08-27,5.916666666666667,6.05,True
2013-08-28,5.95,6.05,True
2013-08-29,6.3,6.416666666666667,True
2013-08-30,6.6,6.816666666666666,True
2013-08-31,8.266666666666667,15.583333333333334,False
2013-09-01,9.016666666666667,9.116666666666667,False
2013-09-03,5.8,5.933333333333334,True
2013-09-04,6.433333333333334,6.6,True
2013-09-05,6.6,6.666666666666667,True
2013-09-06,6.9,6.966666666666667,True
2013-09-07,7.966666666666667,15.883333333333333,False
2013-09-08,10.0,10.466666666666667,False
2013-09-09,6.466666666666667,6.6,True
2013-09-10,6.483333333333333,6.633333333333333,True
2013-09-11,6.25,6.383333333333334,True
2013-09-12,6.383333333333334,6.566666666666666,True
2013-09-13,6.533333333333333,6.733333333333333,True
2013-09-14,7.983333333333333,14.9,False
2013-09-15,10.483333333333333,10.5,False
2013-09-16,6.533333333333333,6.766666666666667,True
2013-09-17,6.633333333333333,6.816666666666666,True
2013-09-18,6.583333333333333,6.733333333333333,True
2013-09-19,6.683333333333334,6.833333333333333,True
2013-09-20,6.766666666666667,6.916666666666667,True
2013-09-21,7.983333333333333,8.066666666666666,False
2013-09-22,7.016666666666667,7.616666666666667,False
2013-09-23,6.55,6.716666666666667,True
2013-09-24,6.5,6.616666666666667,True
2013-09-25,6.583333333333333,6.7,True
2013-09-26,6.733333333333333,6.883333333333333,True
2013-09-27,4.55,6.866666666666667,True
2013-09-28,7.216666666666667,7.533333333333333,False
2013-09-29,10.433333333333334,18.116666666666667,False
2013-09-30,6.583333333333333,6.816666666666666,True
2013-10-01,6.633333333333333,6.75,True
2013-10-02,6.55,6.75,True
2013-10-03,4.65,6.716666666666667,True
2013-10-04,6.583333333333333,6.783333333333333,True
2013-10-05,7.983333333333333,8.1,False
2013-10-06,10.483333333333333,10.5,False
2013-10-07,6.516666666666667,6.583333333333333,True
2013-10-08,6.383333333333334,6.5,True
2013-10-09,6.516666666666667,6.683333333333334,True
2013-10-10,6.5,6.7,True
2013-10-11,6.85,6.983333333333333,True
2013-10-12,8.0,8.233333333333333,False
2013-10-13,10.466666666666667,10.483333333333333,False
2013-10-14,6.283333333333333,6.433333333333334,True
2013-10-15,6.2,6.366666666666666,True
2013-10-16,6.366666666666666,6.483333333333333,True
2013-10-17,6.566666666666666,6.75,True
