custID2	custName2	Textbox11	Textbox14	Group1	Textbox37	Textbox38	meternum	datetimeread	kwh	kw
345P-LADDE	LADDER CAPITAL	kWh	KW	5/1/2012	1136	34	345P11	11:15 PM	6	22
345P-LADDE	LADDER CAPITAL	kWh	KW	5/1/2012	1136	34	345P11	11:30 PM	6	24
345P-LADDE	LADDER CAPITAL	kWh	KW	5/1/2012	1136	34	345P11	11:45 PM	5	22
345P-LADDE	LADDER CAPITAL	kWh	KW	5/2/2012	1129	34	345P11	12:00 AM	4	18
345P-LADDE	LADDER CAPITAL	kWh	KW	5/2/2012	1129	34	345P11	12:15 AM	5	18
345P-LADDE	LADDER CAPITAL	kWh	KW	5/2/2012	1129	34	345P11	12:30 AM	5	20
345P-LADDE	LADDER CAPITAL	kWh	KW	5/2/2012	1129	34	345P11	12:45 AM	5	20
345P-LADDE	LADDER CAPITAL	kWh	KW	5/2/2012	1129	34	345P11	1:00 AM	5	20
345P-LADDE	LADDER CAPITAL	kWh	KW	5/2/2012	1129	34	345P11	1:15 AM	4	18
345P-LADDE	LADDER CAPITAL	kWh	KW	5/2/2012	1129	34	345P11	1:30 AM	5	18
345P-LADDE	LADDER CAPITAL	kWh	KW	5/2/2012	1129	34	345P11	1:45 AM	3	16
345P-LADDE	LADDER CAPITAL	kWh	KW	5/2/2012	1129	34	345P11	2:00 AM	3	12
345P-LADDE	LADDER CAPITAL	kWh	KW	5/2/2012	1129	34	345P11	2:15 AM	3	12
345P-LADDE	LADDER CAPITAL	kWh	KW	5/2/2012	1129	34	345P11	2:30 AM	3	12
345P-LADDE	LADDER CAPITAL	kWh	KW	5/2/2012	1129	34	345P11	2:45 AM	4	14
345P-LADDE	LADDER CAPITAL	kWh	KW	5/2/2012	1129	34	345P11	3:00 AM	3	14
345P-LADDE	LADDER CAPITAL	kWh	KW	5/2/2012	1129	34	345P11	3:15 AM	3	12
345P-LADDE	LADDER CAPITAL	kWh	KW	5/2/2012	1129	34	345P11	3:30 AM	3	12
345P-LADDE	LADDER CAPITAL	kWh	KW	5/2/2012	1129	34	345P11	3:45 AM	3	12
345P-LADDE	LADDER CAPITAL	kWh	KW	5/2/2012	1129	34	345P11	4:00 AM	3	12
345P-LADDE	LADDER CAPITAL	kWh	KW	5/2/2012	1129	34	345P11	4:15 AM	3	12
345P-LADDE	LADDER CAPITAL	kWh	KW	5/2/2012	1129	34	345P11	4:30 AM	4	14
