345 Park - Steam - Total		
Date/Time	MLbs/Hr	Status
12/03/2010 01:30	2.5	
12/03/2010 01:45	3.45	
12/03/2010 02:00	2.98	
12/03/2010 02:15	2.55	
12/03/2010 02:30	2.58	
12/03/2010 02:45	2.54	
12/03/2010 03:00	2.57	
12/03/2010 03:15	2.41	
12/03/2010 03:30	2.6	
12/03/2010 03:45	2.71	
12/03/2010 04:00	2.47	
12/03/2010 04:15	2.41	
12/03/2010 04:30	2.56	
12/03/2010 04:45	4.25	
12/03/2010 05:00	10.23	
12/03/2010 05:15	10.61	
12/03/2010 05:30	11.11	
12/03/2010 05:45	11.44	
12/03/2010 06:00	11.58	
12/03/2010 06:15	3.83	
12/03/2010 06:30	5.3	
12/03/2010 06:45	6.32	
12/03/2010 07:00	14.25	
12/03/2010 07:15	14.63	
12/03/2010 07:30	14.55	
12/03/2010 07:45	14.84	
12/03/2010 08:00	14.12	
12/03/2010 08:15	14.18	
12/03/2010 08:30	13.49	
12/03/2010 08:45	14.22	
12/03/2010 09:00	13.62	
12/03/2010 09:15	14.19	
12/03/2010 09:30	13.76	
12/03/2010 09:45	15.7	
12/03/2010 10:00	16.58	
12/03/2010 10:15	15.33	
12/03/2010 10:30	15.21	
12/03/2010 10:45	15.31	
12/03/2010 11:00	14.64	
12/03/2010 11:15	10.22	
12/03/2010 11:30	13.01	
12/03/2010 11:45	14.47	
12/03/2010 12:00	13.76	
12/03/2010 12:15	13.42	
12/03/2010 12:30	13.41	
12/03/2010 12:45	13.56	
12/03/2010 13:00	13.14	
12/03/2010 13:15	13.35	
12/03/2010 13:30	14.3	
12/03/2010 13:45	14.42	
12/03/2010 14:00	14.56	
12/03/2010 14:15	14.04	
12/03/2010 14:30	14.21	
12/03/2010 14:45	13.6	
12/03/2010 15:00	13.76	
12/03/2010 15:15	13.86	
12/03/2010 15:30	14.46	
12/03/2010 15:45	14.36	
12/03/2010 16:00	14.28	
12/03/2010 16:15	13.77	
12/03/2010 16:30	13.83	
12/03/2010 16:45	14.03	
12/03/2010 17:00	14.05	
12/03/2010 17:15	13.97	
12/03/2010 17:30	13.69	
12/03/2010 17:45	14.18	
12/03/2010 18:00	14.04	
12/03/2010 18:15	14.37	
12/03/2010 18:30	14.04	
12/03/2010 18:45	14.95	
12/03/2010 19:00	8.8	
12/03/2010 19:15	16.52	
12/03/2010 19:30	7.98	
12/03/2010 19:45	8.18	
12/03/2010 20:00	8.26	
12/03/2010 20:15	8.27	
12/03/2010 20:30	8.36	
12/03/2010 20:45	7.96	
12/03/2010 21:00	7.82	
12/03/2010 21:15	9.88	
12/03/2010 21:30	2.34	
12/03/2010 21:45	2.48	
12/03/2010 22:00	2.52	
12/03/2010 22:15	2.47	
12/03/2010 22:30	2.48	
12/03/2010 22:45	2.64	
12/03/2010 23:00	2.47	
12/03/2010 23:15	2.53	
12/03/2010 23:30	2.54	
12/03/2010 23:45	2.57	
12/04/2010 00:00	2.56	
12/04/2010 00:15	2.44	
12/04/2010 00:30	2.42	
12/04/2010 00:45	2.58	
12/04/2010 01:00	2.53	
12/04/2010 01:15	2.64	
12/04/2010 01:30	2.53	
12/04/2010 01:45	2.49	
12/04/2010 02:00	2.49	
12/04/2010 02:15	2.58	
12/04/2010 02:30	2.65	
12/04/2010 02:45	2.57	
12/04/2010 03:00	2.49	
12/04/2010 03:15	2.53	
12/04/2010 03:30	2.56	
12/04/2010 03:45	2.73	
12/04/2010 04:00	2.55	
12/04/2010 04:15	2.63	
12/04/2010 04:30	2.82	
12/04/2010 04:45	2.85	
12/04/2010 05:00	2.69	
12/04/2010 05:15	2.56	
12/04/2010 05:30	2.63	
12/04/2010 05:45	2.72	
12/04/2010 06:00	2.56	
12/04/2010 06:15	2.65	
12/04/2010 06:30	2.81	
12/04/2010 06:45	2.76	
12/04/2010 07:00	2.6	
12/04/2010 07:15	2.68	
12/04/2010 07:30	3.06	
12/04/2010 07:45	4.88	
12/04/2010 08:00	4.17	
12/04/2010 08:15	5.11	
12/04/2010 08:30	6.87	
12/04/2010 08:45	6.07	
12/04/2010 09:00	6.13	
12/04/2010 09:15	5.99	
12/04/2010 09:30	6.36	
12/04/2010 09:45	6.15	
12/04/2010 10:00	10.16	
12/04/2010 10:15	15.31	
12/04/2010 10:30	10.14	
12/04/2010 10:45	15.91	
12/04/2010 11:00	12.43	
12/04/2010 11:15	9.61	
12/04/2010 11:30	10.65	
12/04/2010 11:45	19.63	
12/04/2010 12:00	10.59	
12/04/2010 12:15	10.91	
12/04/2010 12:30	10.32	
12/04/2010 12:45	9.41	
12/04/2010 13:00	9.57	
12/04/2010 13:15	3.81	
12/04/2010 13:30	2.65	
12/04/2010 13:45	2.54	
12/04/2010 14:00	2.59	
12/04/2010 14:15	2.57	
12/04/2010 14:30	2.44	
12/04/2010 14:45	2.58	
12/04/2010 15:00	2.48	
12/04/2010 15:15	2.48	
12/04/2010 15:30	2.45	
12/04/2010 15:45	2.6	
12/04/2010 16:00	2.65	
12/04/2010 16:15	2.58	
12/04/2010 16:30	2.51	
12/04/2010 16:45	2.55	
12/04/2010 17:00	2.5	
12/04/2010 17:15	2.61	
12/04/2010 17:30	2.6	
12/04/2010 17:45	2.75	
12/04/2010 18:00	2.73	
12/04/2010 18:15	2.57	
12/04/2010 18:30	2.61	
12/04/2010 18:45	2.76	
12/04/2010 19:00	2.55	
12/04/2010 19:15	2.75	
12/04/2010 19:30	2.62	
12/04/2010 19:45	2.56	
12/04/2010 20:00	2.54	
12/04/2010 20:15	2.53	
12/04/2010 20:30	2.49	
12/04/2010 20:45	2.46	
12/04/2010 21:00	2.52	
12/04/2010 21:15	2.82	
12/04/2010 21:30	4.03	
12/04/2010 21:45	3.06	
12/04/2010 22:00	3.99	
12/04/2010 22:15	4.26	
12/04/2010 22:30	3.04	
12/04/2010 22:45	2.77	
12/04/2010 23:00	2.77	
12/04/2010 23:15	2.99	
12/04/2010 23:30	3.1	
12/04/2010 23:45	2.93	
12/05/2010 00:00	2.82	
12/05/2010 00:15	3.08	
12/05/2010 00:30	3.57	
12/05/2010 00:45	7.49	
12/05/2010 01:00	3.8	
12/05/2010 01:15	2.45	
12/05/2010 01:30	2.62	
12/05/2010 01:45	2.64	
12/05/2010 02:00	2.81	
12/05/2010 02:15	3.07	
12/05/2010 02:30	3.45	
12/05/2010 02:45	6.2	
12/05/2010 03:00	5.08	
12/05/2010 03:15	3.64	
12/05/2010 03:30	3.43	
12/05/2010 03:45	3.26	
12/05/2010 04:00	3.22	
12/05/2010 04:15	3.79	
12/05/2010 04:30	3.05	
12/05/2010 04:45	3.88	
12/05/2010 05:00	3.27	
12/05/2010 05:15	3.61	
12/05/2010 05:30	3.95	
12/05/2010 05:45	3.81	
12/05/2010 06:00	3.58	
12/05/2010 06:15	3.42	
12/05/2010 06:30	4.42	
12/05/2010 06:45	3.5	
12/05/2010 07:00	3.24	
12/05/2010 07:15	3.49	
12/05/2010 07:30	3.82	
12/05/2010 07:45	3.8	
12/05/2010 08:00	3.27	
12/05/2010 08:15	3.	
12/05/2010 08:30	3.72	
12/05/2010 08:45	3.65	
12/05/2010 09:00	3.82	
12/05/2010 09:15	4.76	
12/05/2010 09:30	4.95	
12/05/2010 09:45	4.98	
12/05/2010 10:00	5.09	
12/05/2010 10:15	7.34	
12/05/2010 10:30	6.11	
12/05/2010 10:45	5.29	
12/05/2010 11:00	8.2	
12/05/2010 11:15	15.07	
12/05/2010 11:30	8.51	
12/05/2010 11:45	6.18	
12/05/2010 12:00	8.	
12/05/2010 12:15	7.57	
12/05/2010 12:30	7.85	
12/05/2010 12:45	7.94	
12/05/2010 13:00	8.25	
12/05/2010 13:15	7.87	
12/05/2010 13:30	7.99	
12/05/2010 13:45	8.23	
12/05/2010 14:00	7.75	
12/05/2010 14:15	7.37	
12/05/2010 14:30	8.	
12/05/2010 14:45	7.91	
12/05/2010 15:00	6.79	
12/05/2010 15:15	6.41	
12/05/2010 15:30	6.77	
12/05/2010 15:45	7.21	
12/05/2010 16:00	7.22	
12/05/2010 16:15	7.7	
12/05/2010 16:30	7.84	
12/05/2010 16:45	7.88	
12/05/2010 17:00	7.89	
12/05/2010 17:15	7.94	
12/05/2010 17:30	11.24	
12/05/2010 17:45	3.6	
12/05/2010 18:00	3.45	
12/05/2010 18:15	3.22	
12/05/2010 18:30	3.52	
12/05/2010 18:45	3.57	
12/05/2010 19:00	3.6	
12/05/2010 19:15	3.88	
12/05/2010 19:30	3.83	
12/05/2010 19:45	3.9	
12/05/2010 20:00	3.78	
12/05/2010 20:15	4.11	
12/05/2010 20:30	3.96	
12/05/2010 20:45	3.82	
12/05/2010 21:00	3.86	
12/05/2010 21:15	3.77	
12/05/2010 21:30	3.96	
12/05/2010 21:45	3.96	
12/05/2010 22:00	3.77	
12/05/2010 22:15	3.95	
12/05/2010 22:30	3.95	
12/05/2010 22:45	3.89	
12/05/2010 23:00	3.7	
12/05/2010 23:15	3.95	
12/05/2010 23:30	3.87	
12/05/2010 23:45	4.51	
12/06/2010 00:00	7.85	
12/06/2010 00:15	7.86	
12/06/2010 00:30	6.2	
12/06/2010 00:45	9.62	
12/06/2010 01:00	9.76	
12/06/2010 01:15	9.54	
12/06/2010 01:30	9.5	
12/06/2010 01:45	9.48	
12/06/2010 02:00	9.34	
12/06/2010 02:15	15.06	
12/06/2010 02:30	10.55	
12/06/2010 02:45	3.75	
12/06/2010 03:00	4.65	
12/06/2010 03:15	6.06	
12/06/2010 03:30	7.03	
12/06/2010 03:45	6.08	
12/06/2010 04:00	5.32	
12/06/2010 04:15	5.59	
12/06/2010 04:30	12.09	
12/06/2010 04:45	14.16	
12/06/2010 05:00	15.5	
12/06/2010 05:15	15.07	
12/06/2010 05:30	13.86	
12/06/2010 05:45	10.37	
12/06/2010 06:00	4.22	
12/06/2010 06:15	6.02	
12/06/2010 06:30	11.89	
12/06/2010 06:45	12.95	
12/06/2010 07:00	14.83	
12/06/2010 07:15	19.58	
12/06/2010 07:30	17.44	
12/06/2010 07:45	20.27	
12/06/2010 08:00	19.14	
12/06/2010 08:15	18.21	
12/06/2010 08:30	17.65	
12/06/2010 08:45	17.86	
12/06/2010 09:00	18.15	
12/06/2010 09:15	16.29	
12/06/2010 09:30	14.7	
12/06/2010 09:45	16.13	
12/06/2010 10:00	15.49	
12/06/2010 10:15	15.23	
12/06/2010 10:30	15.94	
12/06/2010 10:45	15.35	
12/06/2010 11:00	15.55	
12/06/2010 11:15	14.83	
12/06/2010 11:30	15.11	
12/06/2010 11:45	15.09	
12/06/2010 12:00	15.	
12/06/2010 12:15	14.3	
12/06/2010 12:30	14.27	
12/06/2010 12:45	14.48	
12/06/2010 13:00	14.76	
12/06/2010 13:15	13.84	
12/06/2010 13:30	13.42	
12/06/2010 13:45	13.9	
12/06/2010 14:00	14.44	
12/06/2010 14:15	16.77	
12/06/2010 14:30	17.29	
12/06/2010 14:45	15.7	
12/06/2010 15:00	15.01	
12/06/2010 15:15	16.29	
12/06/2010 15:30	15.92	
12/06/2010 15:45	16.45	
12/06/2010 16:00	16.59	
12/06/2010 16:15	16.68	
12/06/2010 16:30	16.48	
12/06/2010 16:45	16.66	
12/06/2010 17:00	16.4	
12/06/2010 17:15	16.36	
12/06/2010 17:30	16.84	
12/06/2010 17:45	16.9	
12/06/2010 18:00	17.7	
12/06/2010 18:15	17.13	
12/06/2010 18:30	17.19	
12/06/2010 18:45	17.13	
12/06/2010 19:00	17.33	
12/06/2010 19:15	12.68	
12/06/2010 19:30	7.9	
12/06/2010 19:45	9.26	
12/06/2010 20:00	9.45	
12/06/2010 20:15	9.52	
12/06/2010 20:30	9.52	
12/06/2010 20:45	9.23	
12/06/2010 21:00	9.77	
12/06/2010 21:15	9.37	
12/06/2010 21:30	8.64	
12/06/2010 21:45	8.54	
12/06/2010 22:00	8.51	
12/06/2010 22:15	8.21	
12/06/2010 22:30	12.04	
12/06/2010 22:45	9.87	
12/06/2010 23:00	6.04	
12/06/2010 23:15	9.49	
12/06/2010 23:30	5.64	
12/06/2010 23:45	5.99	
12/07/2010 00:00	7.46	
12/07/2010 00:15	7.61	
