40 E 52nd #08 N Gate,2,In
40 E 52nd #08 N Trnstle 01,223,In
40 E 52nd #08 N Trnstle 02,1437,In
40 E 52nd #08 S Trnstle 01,379,In
40 E 52nd #08 S Trnstle 03,177,In
40 E 52nd #08 S Trnstle 04,86,In
40 E 52nd #08 S Trnstle 02,523,In
40 East 52nd St S TS 01 Out,82,Out
40 East 52nd St S TS 02 Out,273,Out
40 East 52nd St S TS 03 Out,202,Out
40 East 52nd St S TS 04 Out,67,Out
40 East 52nd St N TS 02 Out,612,Out
40 East 52nd St N TS 01 Out,558,Out
Istar2 REX01,115,In
Istar2 REX02,17,In
