845 3rd #03 Gate N,2,In
845 3rd #03 N Trnstle03,174,In
845 3rd #03 N Trnstle02,321,In
845 3rd #03 N Trnstle01,212,In
845 3rd #03 S Trnstle01,171,In
845 3rd #03 S Trnstle02,211,In
845 3rd #03 Gate S,0,In
845 3rd Ave TS01 Out,8,Out
845 3rd Ave TS02 Out,22,Out
845 3rd Ave TS03 Out,75,Out
845 3rd Ave TS04 Out,81,Out
845 3rd Ave TS06 Out,39,Out
Istar1 REX01,9,In
Istar1 REX02,1,In
Istar1 REX03,1,In
Istar1 REX09,43,In
Istar1 REX10,4,In
