1 Battery #19 Trnstle 03,417,In
1 Battery #19 Trnstle 02,167,In
1 Battery #19 Trnstle 01,262,In
1 Battery #19 Gate 01,0,In
1 Battery #19 Trnstle 04,148,In
1 Battery #19 Trnstle 05,121,In
1 Battery #19 Trnstle 06,163,In
1 Battery #19 Gate 02,0,In
1 Battery #19 Trnstle 07,272,In
1 Battery #19 Trnstle 08,157,In
1 Battery #19 Trnstle 09,357,In
1 Battery #19 Gate 03,0,In
One Battery TS01 Out,66,Out
One Battery TS02 Out,132,Out
One Battery TS03 Out,51,Out
One Battery TS04 Out,7,Out
One Battery TS05 Out,45,Out
One Battery TS06 Out,13,Out
One Battery TS07 Out,49,Out
One Battery TS08 Out,78,Out
One Battery TS09 Out,37,Out
Istar5 Rex01,0,In
Istar5 Rex03,0,In
Istar5 Rex04,0,In
Istar5 Rex07,0,In
Istar5 Rex10,0,In
Istar5 Rex12,0,In
Istar5 Rex15,0,In
